Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
GO Term: Mitochondrial Genome Maintenance -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, APP Metabolism
GO Term: Receptor Signaling Protein Tyrosine Kinase Activator Activity -> Biodomain: Synapse, Immune Response, Proteostasis, Oxidative Stress, APP Metabolism
GO Term: Intestinal Cholesterol Absorption -> Biodomain: Lipid Metabolism, APP Metabolism, Oxidative Stress, Proteostasis, Immune Response
GO Term: Regulation Of Intestinal Cholesterol Absorption -> Biodomain: Lipid Metabolism, APP Metabolism, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Cholesterol Transport -> Biodomain: Lipid Metabolism, APP Metabolism, Oxidative Stress, Endolysosome, Immune Response
GO Term: Deoxynucleotide Transport -> Biodomain: Nucleotide Metabolism, DNA Repair, APP Metabolism, Oxidative Stress, Autophagy
GO Term: Heparanase Activity -> Biodomain: Proteostasis, Immune Response, Synapse, Endolysosome, APP Metabolism
GO Term: Positive Regulation Of Cell Growth -> Biodomain: Proteostasis, Synapse, Oxidative Stress, Apoptosis, APP Metabolism
GO Term: Negative Regulation Of Cell Growth -> Biodomain: Apoptosis, Immune Response, Proteostasis, Synapse, Endolysosome
GO Term: Poly-N-Acetyllactosamine Metabolic Process -> Biodomain: Proteostasis, Synapse, APP Metabolism, Oxidative Stress, Immune Response
GO Term: Poly-N-Acetyllactosamine Biosynthetic Process -> Biodomain: APP Metabolism, Proteostasis, Oxidative Stress, Synapse, Immune Response
GO Term: Junctional Membrane Complex -> Biodomain: Synapse, Proteostasis, Tau Homeostasis, Apoptosis, Oxidative Stress
GO Term: T-Tubule -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Tau Homeostasis, Apoptosis
GO Term: Osteoclast Differentiation -> Biodomain: Immune Response, Endolysosome, Apoptosis, Proteostasis, Structural Stabilization
GO Term: Flagellated Sperm Motility -> Biodomain: Unknown, Structural Stabilization, Immune Response, Cell Cycle, Apoptosis
GO Term: Melanocyte Differentiation -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Endolysosome
GO Term: Transepithelial Chloride Transport -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, APP Metabolism, Endolysosome
GO Term: Stabilization Of Membrane Potential -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Tau Homeostasis, Apoptosis
GO Term: Respiratory Tube Development -> Biodomain: Oxidative Stress, Proteostasis, Synapse, Immune Response, Autophagy
GO Term: Lung Development -> Biodomain: Oxidative Stress, Proteostasis, Apoptosis, Immune Response, Endolysosome
GO Term: Adrenal Gland Development -> Biodomain: Oxidative Stress, Immune Response, Proteostasis, APP Metabolism, Mitochondrial Metabolism
GO Term: Embryonic Limb Morphogenesis -> Biodomain: Immune Response, Structural Stabilization, Synapse, Apoptosis, Mitochondrial Metabolism
GO Term: Prenylated Protein Catabolic Process -> Biodomain: Proteostasis, Apoptosis, Autophagy, Tau Homeostasis, APP Metabolism
GO Term: Prenylcysteine Catabolic Process -> Biodomain: Proteostasis, Oxidative Stress, APP Metabolism, Autophagy, Immune Response
GO Term: Dna Damage Response, Signal Transduction By P53 Class Mediator -> Biodomain: DNA Repair, Oxidative Stress, Apoptosis, Proteostasis, Immune Response
GO Term: Nuclear Estrogen Receptor Binding -> Biodomain: Immune Response, Synapse, Oxidative Stress, APP Metabolism, Proteostasis
GO Term: Cyclin Binding -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, Immune Response, Mitochondrial Metabolism
GO Term: Regulation Of Cell Migration -> Biodomain: Synapse, Immune Response, Tau Homeostasis, Apoptosis, Proteostasis
GO Term: Positive Regulation Of Cell Migration -> Biodomain: Synapse, Immune Response, Proteostasis, Apoptosis, Tau Homeostasis
GO Term: Negative Regulation Of Cell Migration -> Biodomain: Immune Response, Proteostasis, Oxidative Stress, Tau Homeostasis, Synapse
GO Term: Dna Polymerase Processivity Factor Activity -> Biodomain: DNA Repair, Oxidative Stress, Immune Response, Proteostasis, Tau Homeostasis
GO Term: Cmp-N-Acetylneuraminate Monooxygenase Activity -> Biodomain: Synapse, APP Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: 1-Alpha,25-Dihydroxyvitamin D3 24-Hydroxylase Activity -> Biodomain: Oxidative Stress, Proteostasis, Lipid Metabolism, Tau Homeostasis, APP Metabolism
GO Term: Vitamin D3 25-Hydroxylase Activity -> Biodomain: Oxidative Stress, Lipid Metabolism, Immune Response, APP Metabolism, Proteostasis
GO Term: Structural Constituent Of Tooth Enamel -> Biodomain: Immune Response, Oxidative Stress, Structural Stabilization, Proteostasis, Apoptosis
GO Term: Protein Phosphatase 2B Binding -> Biodomain: Proteostasis, Apoptosis, Tau Homeostasis, Oxidative Stress, Immune Response
GO Term: Syntaxin-3 Binding -> Biodomain: Synapse, Proteostasis, Oxidative Stress, APP Metabolism, Tau Homeostasis
GO Term: Iron-Responsive Element Binding -> Biodomain: Metal Binding and Homeostasis, Iron-Responsive Element Binding, Oxidative Stress, Proteostasis, APP Metabolism
GO Term: Inositol-1,3,4,5,6-Pentakisphosphate 3-Phosphatase Activity -> Biodomain: APP Metabolism, Synapse, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Inositol-1,4,5,6-Tetrakisphosphate 6-Phosphatase Activity -> Biodomain: Synapse, Oxidative Stress, APP Metabolism, Proteostasis, Autophagy
GO Term: Melanin-Concentrating Hormone Activity -> Biodomain: Proteostasis, Synapse, Oxidative Stress, Immune Response, App Metabolism
GO Term: Molybdopterin Synthase Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Metal Binding and Homeostasis, APP Metabolism
GO Term: Interleukin-17 Receptor Activity -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Tau Homeostasis, Autophagy
GO Term: Icam-3 Receptor Activity -> Biodomain: Immune Response, Synapse, Proteostasis, Tau Homeostasis, Oxidative Stress
GO Term: Translation Repressor Activity -> Biodomain: Proteostasis, Synapse, APP Metabolism, Oxidative Stress, Autophagy
GO Term: Urokinase Plasminogen Activator Receptor Activity -> Biodomain: Immune Response, Synapse, Proteostasis, Oxidative Stress, Tau Homeostasis
GO Term: Serine Racemase Activity -> Biodomain: Synapse, Proteostasis, APP Metabolism, Oxidative Stress, Tau Homeostasis
GO Term: Neurotensin Receptor Activity, Non-G Protein-Coupled -> Biodomain: Synapse, Immune Response, Oxidative Stress, Proteostasis, Tau Homeostasis
GO Term: Interleukin-17E Receptor Binding -> Biodomain: Immune Response, Proteostasis, Oxidative Stress, Apoptosis, Tau Homeostasis
GO Term: Sperm Mitochondrion Organization -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Tau Homeostasis, APP Metabolism
GO Term: Fructose 1,6-Bisphosphate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, APP Metabolism, Lipid Metabolism
GO Term: Fructosamine Metabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, Immune Response, Mitochondrial Metabolism
GO Term: Fructosamine Catabolic Process -> Biodomain: Oxidative Stress, Proteostasis, APP Metabolism, Lipid Metabolism, Autophagy
GO Term: Fructoselysine Metabolic Process -> Biodomain: Proteostasis, Oxidative Stress, Lipid Metabolism, APP Metabolism, Immune Response
GO Term: Lactose Binding -> Biodomain: Immune Response, APP Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Membrane Disassembly -> Biodomain: Autophagy, Proteostasis, Oxidative Stress, Synapse, APP Metabolism
GO Term: Glutamate Formimidoyltransferase Activity -> Biodomain: Synapse, Oxidative Stress, APP Metabolism, Proteostasis, Autophagy
GO Term: Formimidoyltetrahydrofolate Cyclodeaminase Activity -> Biodomain: Metabolism, APP Metabolism, Oxidative Stress, Proteostasis, Immune Response
GO Term: Peptidase Inhibitor Activity -> Biodomain: Proteostasis, Oxidative Stress, Apoptosis, Tau Homeostasis, APP Metabolism
GO Term: Defecation -> Biodomain: Unknown, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Synapse
GO Term: Sirna Processing -> Biodomain: Proteostasis, Immune Response, Autophagy, RNA Spliceosome, APP Metabolism
GO Term: Axon -> Biodomain: Synapse, Proteostasis, Tau Homeostasis, Oxidative Stress, Mitochondrial Metabolism
GO Term: Dendrite -> Biodomain: Synapse, Proteostasis, Tau Homeostasis, Oxidative Stress, APP Metabolism
GO Term: Growth Cone -> Biodomain: Synapse, Axon Guidance, Proteostasis, Mitochondrial Metabolism, Immune Response
GO Term: Site Of Polarized Growth -> Biodomain: Synapse, Proteostasis, Tau Homeostasis, Apoptosis, Endolysosome
GO Term: Kynureninase Activity -> Biodomain: Oxidative Stress, Proteostasis, Autophagy, APP Metabolism, Tau Homeostasis
GO Term: Sleep -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Immune Response, Tau Homeostasis
GO Term: Peristalsis -> Biodomain: Proteostasis, Oxidative Stress, Immune Response, Autophagy, APP Metabolism
GO Term: Regulation Of Complement Activation -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, APP Metabolism
GO Term: Regulation Of Complement Activation, Alternative Pathway -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Synapse
GO Term: Nuclear Migration Along Microtubule -> Biodomain: Synapse, Proteostasis, Tau Homeostasis, Autophagy, Oxidative Stress
GO Term: Actin Cap -> Biodomain: Synapse, Proteostasis, Tau Homeostasis, Oxidative Stress, Autophagy
GO Term: Smooth Muscle Contractile Fiber -> Biodomain: Vasculature, Oxidative Stress, Autophagy, Immune Response, APP Metabolism
GO Term: Trna Methylation -> Biodomain: RNA Spliceosome, Proteostasis, Apoptosis, Oxidative Stress, Immune Response
GO Term: Maturation Of Ssu-Rrna -> Biodomain: RNA Spliceosome, Proteostasis, Apoptosis, Immune Response, Oxidative Stress
GO Term: Hemoglobin Binding -> Biodomain: Oxidative Stress, APP Metabolism, Immune Response, Proteostasis, Lipid Metabolism
GO Term: Midbody -> Biodomain: Proteostasis, Apoptosis, Synapse, Oxidative Stress, Autophagy
GO Term: Fatty Acid Elongation -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, APP Metabolism, Mitochondrial Metabolism
GO Term: Regulation Of Bone Mineralization -> Biodomain: Vasculature, Immune Response, Oxidative Stress, APP Metabolism, Metal Binding and Homeostasis
GO Term: Positive Regulation Of Bone Mineralization -> Biodomain: Proteostasis, Synapse, Oxidative Stress, Apoptosis, Immune Response
GO Term: Negative Regulation Of Bone Mineralization -> Biodomain: Structural Stabilization, Immune Response, Apoptosis, Oxidative Stress, Endolysosome
GO Term: Inorganic Diphosphate Transmembrane Transporter Activity -> Biodomain: APP Metabolism, Oxidative Stress, Proteostasis, Autophagy, Immune Response
GO Term: Inorganic Diphosphate Transport -> Biodomain: Vasculature, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Ankyrin Binding -> Biodomain: Proteostasis, Synapse, Tau Homeostasis, Structural Stabilization, Immune Response
GO Term: Spectrin Binding -> Biodomain: Synapse, Proteostasis, Tau Homeostasis, Oxidative Stress, Apoptosis
GO Term: Bmp Signaling Pathway -> Biodomain: Proteostasis, Synapse, Immune Response, APP Metabolism, Oxidative Stress
GO Term: Regulation Of Bmp Signaling Pathway -> Biodomain: Immune Response, Proteostasis, Synapse, Apoptosis, Oxidative Stress
GO Term: Positive Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway -> Biodomain: Immune Response, Proteostasis, Tau Homeostasis, Oxidative Stress, APP Metabolism
GO Term: Negative Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway -> Biodomain: Immune Response, Synapse, Oxidative Stress, Proteostasis, Tau Homeostasis
GO Term: Positive Regulation Of Bmp Signaling Pathway -> Biodomain: Synapse, Immune Response, APP Metabolism, Oxidative Stress, Proteostasis
GO Term: Negative Regulation Of Bmp Signaling Pathway -> Biodomain: Proteostasis, Immune Response, Synapse, Apoptosis, Tau Homeostasis
GO Term: Snorna Binding -> Biodomain: RNA Spliceosome, Proteostasis, APP Metabolism, Oxidative Stress, Immune Response
GO Term: Regulation Of Axon Extension -> Biodomain: Synapse, Proteostasis, Tau Homeostasis, Axon Guidance, Immune Response
GO Term: Negative Regulation Of Axon Extension -> Biodomain: Synapse, Proteostasis, Tau Homeostasis, Apoptosis, Oxidative Stress
GO Term: Nuclear Receptor-Mediated Steroid Hormone Signaling Pathway -> Biodomain: Proteostasis, Immune Response, Tau Homeostasis, APP Metabolism, Oxidative Stress
GO Term: Estrogen Receptor Signaling Pathway -> Biodomain: Proteostasis, Apoptosis, Immune Response, Oxidative Stress, APP Metabolism
GO Term: Androgen Receptor Signaling Pathway -> Biodomain: Proteostasis, Apoptosis, Oxidative Stress, Immune Response, Lipid Metabolism
GO Term: Intracellular Receptor Signaling Pathway -> Biodomain: Synapse, Proteostasis, Oxidative Stress, APP Metabolism, Tau Homeostasis
GO Term: Granulocyte Macrophage Colony-Stimulating Factor Receptor Complex -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Mitochondrial Metabolism
GO Term: Structural Constituent Of Chromatin -> Biodomain: Proteostasis, DNA Repair, Oxidative Stress, Immune Response, Tau Homeostasis
GO Term: Small Nuclear Ribonucleoprotein Complex -> Biodomain: RNA Spliceosome, Proteostasis, APP Metabolism, Oxidative Stress, Immune Response
GO Term: Triplet Codon-Amino Acid Adaptor Activity -> Biodomain: Proteostasis, Synapse, APP Metabolism, Oxidative Stress, Tau Homeostasis
GO Term: Adult Behavior -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Immune Response, Apoptosis
GO Term: Embryonic Genitalia Morphogenesis -> Biodomain: Unknown, Structural Stabilization, Embryonic Development, Cell Cycle, Proteostasis
GO Term: Male Genitalia Development -> Biodomain: Immune Response, Structural Stabilization, Oxidative Stress, Synapse, APP Metabolism
GO Term: Female Genitalia Development -> Biodomain: Synapse, Immune Response, Apoptosis, Proteostasis, Endolysosome
GO Term: Hsp70 Protein Binding -> Biodomain: Proteostasis, Oxidative Stress, Autophagy, Tau Homeostasis, APP Metabolism
GO Term: Signaling Receptor Regulator Activity -> Biodomain: Synapse, Immune Response, Proteostasis, APP Metabolism, Oxidative Stress
GO Term: Signaling Receptor Activator Activity -> Biodomain: Synapse, Immune Response, Tau Homeostasis, Proteostasis, Oxidative Stress
GO Term: Signaling Receptor Inhibitor Activity -> Biodomain: Synapse, Immune Response, Proteostasis, Oxidative Stress, APP Metabolism
GO Term: Acetylcholine Receptor Regulator Activity -> Biodomain: Synapse, Proteostasis, Immune Response, Oxidative Stress, Apoptosis
GO Term: Acetylcholine Receptor Activator Activity -> Biodomain: Synapse, Proteostasis, Immune Response, Apoptosis, Oxidative Stress
GO Term: Acetylcholine Receptor Inhibitor Activity -> Biodomain: Synapse, Proteostasis, Immune Response, Oxidative Stress, Apoptosis
GO Term: Cyclic Nucleotide Binding -> Biodomain: Synapse, Oxidative Stress, Proteostasis, APP Metabolism, Immune Response
GO Term: Camp Binding -> Biodomain: Synapse, cAMP Binding, Proteostasis, Immune Response, Tau Homeostasis
GO Term: Cgmp Binding -> Biodomain: Synapse, Oxidative Stress, Immune Response, Proteostasis, APP Metabolism
GO Term: Bile Acid Catabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Immune Response, Mitochondrial Metabolism, Proteostasis
GO Term: Collagen Catabolic Process -> Biodomain: Proteostasis, Synapse, Immune Response, Endolysosome, APP Metabolism
GO Term: Nuclear Body Organization -> Biodomain: Synapse, Proteostasis, Immune Response, Tau Homeostasis, Endolysosome
GO Term: Cajal Body Organization -> Biodomain: RNA Spliceosome, Proteostasis, Apoptosis, Synapse, Tau Homeostasis
GO Term: Pml Body Organization -> Biodomain: Proteostasis, Autophagy, Immune Response, Apoptosis, Oxidative Stress
GO Term: [Methionine Synthase] Reductase (Nadph) Activity -> Biodomain: Methionine Synthase, APP Metabolism, Oxidative Stress, Autophagy, Immune Response
GO Term: Dna Adp-Ribosylation -> Biodomain: DNA Repair, Apoptosis, Oxidative Stress, Immune Response, Tau Homeostasis
GO Term: Neutrophil Chemotaxis -> Biodomain: Immune Response, Oxidative Stress, Autophagy, Proteostasis, APP Metabolism
GO Term: Neurotransmitter Receptor Activity -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Tau Homeostasis, Immune Response
GO Term: Leukocyte Chemotaxis -> Biodomain: Immune Response, Proteostasis, Oxidative Stress, Apoptosis, Endolysosome
GO Term: U1 Snrna Binding -> Biodomain: RNA Spliceosome, Proteostasis, Apoptosis, Oxidative Stress, Tau Homeostasis
GO Term: U2 Snrna Binding -> Biodomain: RNA Spliceosome, Tau Homeostasis, Proteostasis, Immune Response, Apoptosis
GO Term: U4 Snrna Binding -> Biodomain: RNA Spliceosome, Proteostasis, Apoptosis, Tau Homeostasis, Oxidative Stress
GO Term: U4Atac Snrna Binding -> Biodomain: RNA Spliceosome, Proteostasis, Tau Homeostasis, Apoptosis, Immune Response
GO Term: U5 Snrna Binding -> Biodomain: RNA Spliceosome, Proteostasis, Tau Homeostasis, Immune Response, Apoptosis
GO Term: U6Atac Snrna Binding -> Biodomain: RNA Spliceosome, Proteostasis, Synapse, Tau Homeostasis, Immune Response
GO Term: U12 Snrna Binding -> Biodomain: RNA Spliceosome, Proteostasis, Apoptosis, Immune Response, Oxidative Stress
GO Term: Pre-Mrna 5'-Splice Site Binding -> Biodomain: RNA Spliceosome, Proteostasis, Immune Response, Synapse, APP Metabolism
GO Term: Pre-Mrna 3'-Splice Site Binding -> Biodomain: RNA Spliceosome, Proteostasis, Apoptosis, Immune Response, Oxidative Stress
