Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
GO Term: Mitochondrial Genome Maintenance -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, APP Metabolism
GO Term: Voltage-Gated Calcium Channel Complex -> Biodomain: Synapse, Oxidative Stress, Calcium Homeostasis, APP Metabolism, Proteostasis
GO Term: Acetylcholine-Gated Channel Complex -> Biodomain: Synapse, Proteostasis, Oxidative Stress, APP Metabolism, Tau Homeostasis
GO Term: Interleukin-2 Receptor Complex -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Tau Homeostasis
GO Term: Interleukin-5 Receptor Complex -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Interleukin-6 Receptor Complex -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Tau Homeostasis
GO Term: Interleukin-13 Receptor Complex -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Insulin Receptor Complex -> Biodomain: Synapse, Immune Response, Oxidative Stress, APP Metabolism, Proteostasis
GO Term: Oncostatin-M Receptor Complex -> Biodomain: Immune Response, Synapse, Oxidative Stress, Proteostasis, APP Metabolism
GO Term: Caveola -> Biodomain: Synapse, Proteostasis, Oxidative Stress, APP Metabolism, Autophagy
GO Term: Microvillus -> Biodomain: Synapse, Proteostasis, Oxidative Stress, APP Metabolism, Autophagy
GO Term: Brush Border -> Biodomain: Synapse, Proteostasis, Immune Response, Oxidative Stress, APP Metabolism
GO Term: Clathrin-Coated Pit -> Biodomain: Endolysosome, APP Metabolism, Synapse, Proteostasis, Oxidative Stress
GO Term: Cell-Cell Junction -> Biodomain: Synapse, Proteostasis, Immune Response, Tau Homeostasis, APP Metabolism
GO Term: Adherens Junction -> Biodomain: Synapse, Proteostasis, Immune Response, Tau Homeostasis, APP Metabolism
GO Term: Spot Adherens Junction -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Tau Homeostasis, Immune Response
GO Term: Zonula Adherens -> Biodomain: Synapse, Proteostasis, Immune Response, Tau Homeostasis, Oxidative Stress
GO Term: Fascia Adherens -> Biodomain: Synapse, Proteostasis, Tau Homeostasis, Apoptosis, Immune Response
GO Term: Gap Junction -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Tau Homeostasis, APP Metabolism
GO Term: Connexin Complex -> Biodomain: Synapse, Proteostasis, Oxidative Stress, APP Metabolism, Immune Response
GO Term: Bicellular Tight Junction -> Biodomain: Synapse, Proteostasis, Immune Response, Oxidative Stress, APP Metabolism
GO Term: Focal Adhesion -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Tau Homeostasis, APP Metabolism
GO Term: Muscle Tendon Junction -> Biodomain: Synapse, Proteostasis, Apoptosis, Immune Response, Mitochondrial Metabolism
GO Term: Cilium -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Tau Homeostasis, APP Metabolism
GO Term: Axoneme -> Biodomain: Synapse, Proteostasis, Tau Homeostasis, Oxidative Stress, APP Metabolism
GO Term: Cell Cortex -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Tau Homeostasis, APP Metabolism
GO Term: Septin Ring -> Biodomain: Synapse, Proteostasis, Tau Homeostasis, Apoptosis, Oxidative Stress
GO Term: Phosphatidylinositol 3-Kinase Complex -> Biodomain: Synapse, APP Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Phosphatidylinositol 3-Kinase Complex, Class Ia -> Biodomain: Synapse, Oxidative Stress, APP Metabolism, Proteostasis, Autophagy
GO Term: Phosphatidylinositol 3-Kinase Complex, Class Ib -> Biodomain: Synapse, Oxidative Stress, APP Metabolism, Proteostasis, Autophagy
GO Term: 6-Phosphofructokinase Complex -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Acetolactate Synthase Complex -> Biodomain: Proteostasis, Oxidative Stress, APP Metabolism, Autophagy, Tau Homeostasis
GO Term: Camp-Dependent Protein Kinase Complex -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Tau Homeostasis, APP Metabolism
GO Term: Caax-Protein Geranylgeranyltransferase Complex -> Biodomain: Proteostasis, Synapse, Tau Homeostasis, APP Metabolism, Oxidative Stress
GO Term: Calcium- And Calmodulin-Dependent Protein Kinase Complex -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Tau Homeostasis, APP Metabolism
GO Term: Calcineurin Complex -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Apoptosis, Tau Homeostasis
GO Term: Protein Kinase Ck2 Complex -> Biodomain: Proteostasis, Synapse, Tau Homeostasis, Oxidative Stress, APP Metabolism
GO Term: Dna-Dependent Protein Kinase-Dna Ligase 4 Complex -> Biodomain: DNA Repair, Apoptosis, Oxidative Stress, Proteostasis, Immune Response
GO Term: Glycine Cleavage Complex -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Phosphorylase Kinase Complex -> Biodomain: Proteostasis, Apoptosis, Oxidative Stress, Tau Homeostasis, APP Metabolism
GO Term: Protein Farnesyltransferase Complex -> Biodomain: Proteostasis, APP Metabolism, Oxidative Stress, Tau Homeostasis, Autophagy
GO Term: Rab-Protein Geranylgeranyltransferase Complex -> Biodomain: Proteostasis, Tau Homeostasis, Synapse, APP Metabolism, Autophagy
GO Term: Ribonucleoside-Diphosphate Reductase Complex -> Biodomain: Oxidative Stress, Proteostasis, Autophagy, APP Metabolism, Tau Homeostasis
GO Term: Carbohydrate Metabolic Process -> Biodomain: Metabolic Process, Lipid Metabolism, Oxidative Stress, APP Metabolism, Proteostasis
GO Term: Polysaccharide Metabolic Process -> Biodomain: Proteostasis, Oxidative Stress, APP Metabolism, Autophagy, Immune Response
GO Term: Glycogen Metabolic Process -> Biodomain: Proteostasis, Oxidative Stress, APP Metabolism, Autophagy, Lipid Metabolism
GO Term: Glycogen Biosynthetic Process -> Biodomain: Proteostasis, Oxidative Stress, APP Metabolism, Lipid Metabolism, Autophagy
GO Term: Regulation Of Glycogen Biosynthetic Process -> Biodomain: Proteostasis, Oxidative Stress, APP Metabolism, Autophagy, Lipid Metabolism
GO Term: Glycogen Catabolic Process -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, APP Metabolism, Autophagy
GO Term: Regulation Of Glycogen Catabolic Process -> Biodomain: Metabolic Stress, Oxidative Stress, Lipid Metabolism, Proteostasis, APP Metabolism
GO Term: Starch Catabolic Process -> Biodomain: Proteostasis, Oxidative Stress, APP Metabolism, Autophagy, Immune Response
GO Term: Disaccharide Metabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, APP Metabolism, Proteostasis, Immune Response
GO Term: Sucrose Metabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Sucrose Catabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Lactose Biosynthetic Process -> Biodomain: Proteostasis, Oxidative Stress, APP Metabolism, Immune Response, Autophagy
GO Term: Lactose Catabolic Process -> Biodomain: Oxidative Stress, Proteostasis, APP Metabolism, Autophagy, Immune Response
GO Term: Trehalose Metabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis, APP Metabolism
GO Term: Trehalose Catabolic Process -> Biodomain: Autophagy, Oxidative Stress, Proteostasis, APP Metabolism, Lipid Metabolism
GO Term: Monosaccharide Metabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Xylulose Metabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Xylulose Catabolic Process -> Biodomain: Oxidative Stress, Proteostasis, Autophagy, APP Metabolism, Lipid Metabolism
GO Term: Fructose Metabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Mitochondrial Metabolism, Proteostasis, APP Metabolism
GO Term: Fructose Catabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, APP Metabolism
GO Term: Fructose 6-Phosphate Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, APP Metabolism
GO Term: Fructose 2,6-Bisphosphate Metabolic Process -> Biodomain: Metabolic Process, Oxidative Stress, Lipid Metabolism, APP Metabolism, Proteostasis
GO Term: Fucose Metabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Immune Response, APP Metabolism, Autophagy
GO Term: Glucose Metabolic Process -> Biodomain: Metabolic Process, Oxidative Stress, APP Metabolism, Proteostasis, Autophagy
GO Term: Glucose Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, APP Metabolism
GO Term: Udp-Alpha-D-Glucose Metabolic Process -> Biodomain: Lipid Metabolism, Proteostasis, Oxidative Stress, APP Metabolism, Autophagy
GO Term: Galactose Metabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, APP Metabolism, Immune Response
GO Term: Mannose Metabolic Process -> Biodomain: APP Metabolism, Proteostasis, Oxidative Stress, Immune Response, Autophagy
GO Term: D-Ribose Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: 5-Phosphoribose 1-Diphosphate Biosynthetic Process -> Biodomain: Proteostasis, Oxidative Stress, APP Metabolism, Autophagy, Immune Response
GO Term: Inositol Metabolic Process -> Biodomain: APP Metabolism, Oxidative Stress, Proteostasis, Autophagy, Immune Response
GO Term: Inositol Biosynthetic Process -> Biodomain: Synapse, Oxidative Stress, APP Metabolism, Proteostasis, Autophagy
GO Term: Glycosaminoglycan Biosynthetic Process -> Biodomain: Proteostasis, Synapse, Immune Response, APP Metabolism, Oxidative Stress
GO Term: Glycosaminoglycan Catabolic Process -> Biodomain: Proteostasis, Autophagy, Immune Response, Oxidative Stress, APP Metabolism
GO Term: Proteoglycan Metabolic Process -> Biodomain: Proteostasis, Synapse, Oxidative Stress, APP Metabolism, Immune Response
GO Term: Chitin Metabolic Process -> Biodomain: Proteostasis, Oxidative Stress, Immune Response, Autophagy, APP Metabolism
GO Term: Chitin Catabolic Process -> Biodomain: Proteostasis, Autophagy, Immune Response, Oxidative Stress, APP Metabolism
GO Term: Amino Sugar Metabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Glucosamine Metabolic Process -> Biodomain: Proteostasis, Oxidative Stress, APP Metabolism, Autophagy, Immune Response
GO Term: Glucosamine Catabolic Process -> Biodomain: Proteostasis, Oxidative Stress, APP Metabolism, Autophagy, Immune Response
GO Term: N-Acetylglucosamine Metabolic Process -> Biodomain: Proteostasis, Synapse, APP Metabolism, Oxidative Stress, Autophagy
GO Term: N-Acetylglucosamine Biosynthetic Process -> Biodomain: Proteostasis, Synapse, APP Metabolism, Oxidative Stress, Autophagy
GO Term: N-Acetylglucosamine Catabolic Process -> Biodomain: Proteostasis, Synapse, Oxidative Stress, APP Metabolism, Autophagy
GO Term: Udp-N-Acetylglucosamine Metabolic Process -> Biodomain: Proteostasis, APP Metabolism, Oxidative Stress, Autophagy, Immune Response
GO Term: Udp-N-Acetylglucosamine Biosynthetic Process -> Biodomain: Proteostasis, Synapse, APP Metabolism, Oxidative Stress, Autophagy
GO Term: Udp-N-Acetylglucosamine Catabolic Process -> Biodomain: Proteostasis, Synapse, APP Metabolism, Oxidative Stress, Autophagy
GO Term: N-Acetylmannosamine Metabolic Process -> Biodomain: APP Metabolism, Oxidative Stress, Proteostasis, Immune Response, Autophagy
GO Term: N-Acetylneuraminate Metabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, APP Metabolism, Immune Response
GO Term: Cmp-N-Acetylneuraminate Biosynthetic Process -> Biodomain: Synapse, Proteostasis, Oxidative Stress, APP Metabolism, Autophagy
GO Term: Mannoprotein Catabolic Process -> Biodomain: Proteostasis, Autophagy, Immune Response, APP Metabolism, Oxidative Stress
GO Term: Sorbitol Metabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, APP Metabolism, Autophagy, Immune Response
GO Term: Sorbitol Catabolic Process -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Autophagy, Lipid Metabolism, Proteostasis
GO Term: Udp-Glucuronate Biosynthetic Process -> Biodomain: Proteostasis, Oxidative Stress, APP Metabolism, Autophagy, Immune Response
GO Term: Alcohol Metabolic Process -> Biodomain: Oxidative Stress, Proteostasis, APP Metabolism, Lipid Metabolism, Autophagy
GO Term: Ethanol Metabolic Process -> Biodomain: Oxidative Stress, Proteostasis, APP Metabolism, Autophagy, Immune Response
GO Term: Ethanol Catabolic Process -> Biodomain: Oxidative Stress, Proteostasis, Autophagy, APP Metabolism, Immune Response
GO Term: Glycerol Metabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Glycerol-3-Phosphate Metabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Mitochondrial Metabolism, Proteostasis, APP Metabolism
GO Term: Aldehyde Metabolic Process -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, APP Metabolism, Autophagy
GO Term: Organic Acid Metabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Mitochondrial Metabolism, Proteostasis, APP Metabolism
GO Term: Acetate Metabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Mitochondrial Metabolism, APP Metabolism, Autophagy
GO Term: Acetyl-Coa Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, APP Metabolism
GO Term: Acetyl-Coa Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis, APP Metabolism
GO Term: Pyruvate Decarboxylation To Acetyl-Coa -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Lactate Metabolic Process -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, APP Metabolism, Autophagy
GO Term: Pyruvate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Generation Of Precursor Metabolites And Energy -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Gluconeogenesis -> Biodomain: Metabolic Homeostasis, Lipid Metabolism, Oxidative Stress, APP Metabolism, Proteostasis
GO Term: Glycolytic Process -> Biodomain: Metabolic Stress, Oxidative Stress, APP Metabolism, Autophagy, Proteostasis
GO Term: Glyoxylate Cycle -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, APP Metabolism, Autophagy
GO Term: Pentose-Phosphate Shunt -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, APP Metabolism, Autophagy
GO Term: Tricarboxylic Acid Cycle -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Citrate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis, APP Metabolism
GO Term: Isocitrate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: 2-Oxoglutarate Metabolic Process -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, APP Metabolism, Autophagy
GO Term: Succinyl-Coa Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis, APP Metabolism
GO Term: Succinate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Fumarate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Oxaloacetate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Malate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis, APP Metabolism
GO Term: Regulation Of Glycolytic Process -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, APP Metabolism, Autophagy
GO Term: Regulation Of Gluconeogenesis -> Biodomain: Metabolic Homeostasis, Oxidative Stress, APP Metabolism, Lipid Metabolism, Immune Response
GO Term: Energy Reserve Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, APP Metabolism
GO Term: Glycerol Biosynthetic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Oxidative Phosphorylation -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Apoptosis, Tau Homeostasis
GO Term: Mitochondrial Electron Transport, Nadh To Ubiquinone -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Apoptosis, APP Metabolism
GO Term: Mitochondrial Electron Transport, Succinate To Ubiquinone -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Mitochondrial Electron Transport, Ubiquinol To Cytochrome C -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Apoptosis, APP Metabolism
GO Term: Mitochondrial Electron Transport, Cytochrome C To Oxygen -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Apoptosis, Proteostasis, Tau Homeostasis
GO Term: Glycerol-3-Phosphate Shuttle -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Nucleobase-Containing Compound Metabolic Process -> Biodomain: Proteostasis, Oxidative Stress, APP Metabolism, Autophagy, Tau Homeostasis
GO Term: Purine Nucleobase Metabolic Process -> Biodomain: Synapse, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Purine Nucleobase Catabolic Process -> Biodomain: Oxidative Stress, Proteostasis, Autophagy, APP Metabolism, Tau Homeostasis
GO Term: Guanine Catabolic Process -> Biodomain: Oxidative Stress, Proteostasis, Autophagy, APP Metabolism, Immune Response
GO Term: Inosine Catabolic Process -> Biodomain: Oxidative Stress, Proteostasis, APP Metabolism, Autophagy, Immune Response
GO Term: Deoxyinosine Catabolic Process -> Biodomain: Oxidative Stress, Proteostasis, Autophagy, APP Metabolism, Immune Response
GO Term: Purine Nucleoside Catabolic Process -> Biodomain: Oxidative Stress, Proteostasis, Autophagy, APP Metabolism, Immune Response
