node,nodeID,root node,root node ID,biodomain_1,biodomain_2,biodomain_3,biodomain_4,biodomain_5
GOCC_SPECIFIC_GRANULE_LUMEN,GO:0035580,cellular_component,GO:0005575,Immune System and Inflammation,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus
GOCC_SPERM_FIBROUS_SHEATH,GO:0035686,cellular_component,GO:0005575,Structural Stabilization,System and Developmental Process,Cell Adhesion and Interaction,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus
GOCC_SEH1_ASSOCIATED_COMPLEX,GO:0035859,cellular_component,GO:0005575,Signal Transduction,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,System and Developmental Process
GOCC_TRANSCRIPTION_FACTOR_AP_1_COMPLEX,GO:0035976,cellular_component,GO:0005575,Transcription and Translation Machinery,Signal Transduction,Epigenetic Regulation,Response to Stimulus,System and Developmental Process
GOCC_ENDOLYSOSOME,GO:0036019,cellular_component,GO:0005575,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Autophagy,Molecular Transport and Homeostasis,Response to Stimulus
GOCC_ENDOLYSOSOME_LUMEN,GO:0036021,cellular_component,GO:0005575,Intracellular Trafficking and Organelle Dynamics,Autophagy,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Lipid Metabolism
GOCC_MKS_COMPLEX,GO:0036038,cellular_component,GO:0005575,Intracellular Trafficking and Organelle Dynamics,Structural Stabilization,System and Developmental Process,Cell Adhesion and Interaction,Molecular Transport and Homeostasis
GOCC_INNER_DYNEIN_ARM,GO:0036156,cellular_component,GO:0005575,Structural Stabilization,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,System and Developmental Process,Cell Adhesion and Interaction
GOCC_OUTER_DYNEIN_ARM,GO:0036157,cellular_component,GO:0005575,Intracellular Trafficking and Organelle Dynamics,Structural Stabilization,Molecular Transport and Homeostasis,System and Developmental Process,Cell Adhesion and Interaction
GOCC_RNA_N6_METHYLADENOSINE_METHYLTRANSFERASE_COMPLEX,GO:0036396,cellular_component,GO:0005575,RNA Metabolism,Epigenetic Regulation,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis
GOCC_MICROTUBULE_MINUS_END,GO:0036449,cellular_component,GO:0005575,Intracellular Trafficking and Organelle Dynamics,Structural Stabilization,Cell Adhesion and Interaction,System and Developmental Process,Molecular Transport and Homeostasis
GOCC_GROWTH_FACTOR_COMPLEX,GO:0036454,,,Signal Transduction,Response to Stimulus,Protein Metabolism and Trafficking,System and Developmental Process,Cell Adhesion and Interaction
GOCC_PARASPECKLES,GO:0042382,cellular_component,GO:0005575,RNA Metabolism,Transcription and Translation Machinery,Structural Stabilization,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus
GOCC_SARCOLEMMA,GO:0042383,cellular_component,GO:0005575,Cell Adhesion and Interaction,Structural Stabilization,Molecular Transport and Homeostasis,Signal Transduction,System and Developmental Process
GOCC_SPECIFIC_GRANULE,GO:0042581,cellular_component,GO:0005575,Immune System and Inflammation,Molecular Transport and Homeostasis,Response to Stimulus,Intracellular Trafficking and Organelle Dynamics,Structural Stabilization
GOCC_CHROMAFFIN_GRANULE_MEMBRANE,GO:0042584,cellular_component,GO:0005575,Intracellular Trafficking and Organelle Dynamics,Neurotransmission and Synaptic Regulation,Protein Metabolism and Trafficking,Response to Stimulus,Lipid Metabolism
GOCC_MHC_PROTEIN_COMPLEX,GO:0042611,,,Immune System and Inflammation,Cell Adhesion and Interaction,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Response to Stimulus
GOCC_MHC_CLASS_II_PROTEIN_COMPLEX,GO:0042613,cellular_component,GO:0005575,Immune System and Inflammation,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Cell Adhesion and Interaction,Signal Transduction
GOCC_CHYLOMICRON,GO:0042627,cellular_component,GO:0005575,Lipid Metabolism,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus
GOCC_TIM22_MITOCHONDRIAL_IMPORT_INNER_MEMBRANE_INSERTION_COMPLEX,GO:0042721,cellular_component,GO:0005575,Mitochondrial Function and Metabolism,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Structural Stabilization
GOCC_GPI_ANCHOR_TRANSAMIDASE_COMPLEX,GO:0042765,cellular_component,GO:0005575,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Lipid Metabolism,System and Developmental Process,Molecular Transport and Homeostasis
GOCC_H4_H2A_HISTONE_ACETYLTRANSFERASE_COMPLEX,GO:0043189,cellular_component,GO:0005575,Epigenetic Regulation,Transcription and Translation Machinery,Protein Metabolism and Trafficking,DNA Repair,System and Developmental Process
GOCC_DENDRITIC_SHAFT,GO:0043198,cellular_component,GO:0005575,Neurodevelopment and Neuronal Differentiation,Structural Stabilization,Neurotransmission and Synaptic Regulation,Cell Adhesion and Interaction,System and Developmental Process
GOCC_LYSOSOMAL_LUMEN,GO:0043202,cellular_component,GO:0005575,Autophagy,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Response to Stimulus
GOCC_MYELIN_SHEATH,GO:0043209,cellular_component,GO:0005575,Gliogenesis and Glial Differentiation,Structural Stabilization,Neurodevelopment and Neuronal Differentiation,Lipid Metabolism,System and Developmental Process
GOCC_COMPACT_MYELIN,GO:0043218,cellular_component,GO:0005575,Neurodevelopment and Neuronal Differentiation,Structural Stabilization,Gliogenesis and Glial Differentiation,Cell Adhesion and Interaction,System and Developmental Process
GOCC_SCHMIDT_LANTERMAN_INCISURE,GO:0043220,cellular_component,GO:0005575,Gliogenesis and Glial Differentiation,Structural Stabilization,Neurodevelopment and Neuronal Differentiation,Molecular Transport and Homeostasis,Intracellular Trafficking and Organelle Dynamics
GOCC_CONTRACTILE_FIBER,,,,Structural Stabilization,Cell Adhesion and Interaction,System and Developmental Process,Response to Stimulus,Signal Transduction
GOCC_CELL_CELL_CONTACT_ZONE,GO:0044291,cellular_component,GO:0005575,Cell Adhesion and Interaction,Structural Stabilization,System and Developmental Process,Response to Stimulus,Signal Transduction
GOCC_AXONAL_GROWTH_CONE,GO:0044295,cellular_component,GO:0005575,Neurodevelopment and Neuronal Differentiation,Cell Adhesion and Interaction,Structural Stabilization,Signal Transduction,System and Developmental Process
GOCC_NEURON_SPINE,GO:0044309,cellular_component,GO:0005575,Neurodevelopment and Neuronal Differentiation,Neurotransmission and Synaptic Regulation,Cell Adhesion and Interaction,Structural Stabilization,System and Developmental Process
GOCC_DENDRITIC_SPINE_NECK,,,,Neurotransmission and Synaptic Regulation,Neurodevelopment and Neuronal Differentiation,Structural Stabilization,Cell Adhesion and Interaction,Signal Transduction
GOCC_DENDRITIC_SPINE_HEAD,GO:0044327,cellular_component,GO:0005575,Neurotransmission and Synaptic Regulation,Neurodevelopment and Neuronal Differentiation,Structural Stabilization,Cell Adhesion and Interaction,Signal Transduction
GOCC_PINOSOME,GO:0044352,,,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,Cell Adhesion and Interaction,Response to Stimulus,System and Developmental Process
GOCC_NSL_COMPLEX,GO:0044545,cellular_component,GO:0005575,Epigenetic Regulation,Transcription and Translation Machinery,Protein Metabolism and Trafficking,Response to Stimulus,System and Developmental Process
GOCC_MLL1_2_COMPLEX,GO:0044665,cellular_component,GO:0005575,Epigenetic Regulation,Transcription and Translation Machinery,System and Developmental Process,Signal Transduction,Structural Stabilization
GOCC_MLL3_4_COMPLEX,GO:0044666,cellular_component,GO:0005575,Epigenetic Regulation,Transcription and Translation Machinery,Signal Transduction,Cell Cycle,Response to Stimulus
GOBP_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION,GO:0002761,biological_process,GO:0008150,Immune System and Inflammation,System and Developmental Process,Signal Transduction,Epigenetic Regulation,Cell Cycle
GOBP_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION,GO:0002763,biological_process,GO:0008150,Immune System and Inflammation,System and Developmental Process,Signal Transduction,Epigenetic Regulation,Cell Cycle
GOBP_NEGATIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE,GO:0002820,biological_process,GO:0008150,Immune System and Inflammation,Response to Stimulus,Signal Transduction,System and Developmental Process,Autophagy
GOBP_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE,GO:0002825,,,Immune System and Inflammation,Signal Transduction,System and Developmental Process,Response to Stimulus,Transcription and Translation Machinery
GOBP_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNE_RESPONSE_TO_TUMOR_CELL,GO:0002842,biological_process,GO:0008150,Immune System and Inflammation,Signal Transduction,Response to Stimulus,Cell Adhesion and Interaction,System and Developmental Process
GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS,GO:0002864,biological_process,GO:0008150,Immune System and Inflammation,Response to Stimulus,Signal Transduction,Autophagy,System and Developmental Process
GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS,GO:0002866,biological_process,GO:0008150,Immune System and Inflammation,Response to Stimulus,Signal Transduction,System and Developmental Process,Autophagy
GOBP_REGULATION_OF_HYPERSENSITIVITY,GO:0002883,,,Immune System and Inflammation,Signal Transduction,Response to Stimulus,System and Developmental Process,Epigenetic Regulation
GOBP_POSITIVE_REGULATION_OF_HYPERSENSITIVITY,,,,Immune System and Inflammation,Signal Transduction,Response to Stimulus,System and Developmental Process,Cell Adhesion and Interaction
GOBP_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE,GO:0002920,biological_process,GO:0008150,Immune System and Inflammation,Signal Transduction,System and Developmental Process,Response to Stimulus,Cell Adhesion and Interaction
GOBP_NEGATIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE,GO:0002921,,,Immune System and Inflammation,Response to Stimulus,Signal Transduction,System and Developmental Process,Molecular Transport and Homeostasis
GOBP_HEART_MORPHOGENESIS,GO:0003007,biological_process,GO:0008150,System and Developmental Process,Structural Stabilization,Molecular Transport and Homeostasis,Signal Transduction,Cell Adhesion and Interaction
GOBP_MUSCLE_SYSTEM_PROCESS,GO:0003012,biological_process,GO:0008150,System and Developmental Process,Structural Stabilization,Cell Adhesion and Interaction,Response to Stimulus,Signal Transduction
GOBP_CIRCULATORY_SYSTEM_PROCESS,GO:0003013,biological_process,GO:0008150,Molecular Transport and Homeostasis,System and Developmental Process,Response to Stimulus,Cell Adhesion and Interaction,Signal Transduction
GOBP_RENAL_SYSTEM_PROCESS,GO:0003014,biological_process,GO:0008150,System and Developmental Process,Molecular Transport and Homeostasis,Response to Stimulus,Signal Transduction,Intracellular Trafficking and Organelle Dynamics
GOBP_VASCULAR_PROCESS_IN_CIRCULATORY_SYSTEM,GO:0003018,biological_process,GO:0008150,System and Developmental Process,Response to Stimulus,Molecular Transport and Homeostasis,Cell Adhesion and Interaction,Signal Transduction
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_MEDIATED_BY_A_CHEMICAL_SIGNAL,GO:0003044,biological_process,GO:0008150,Signal Transduction,Response to Stimulus,Molecular Transport and Homeostasis,System and Developmental Process,Immune System and Inflammation
GOBP_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CONTRACTION,GO:0003056,biological_process,GO:0008150,Response to Stimulus,Signal Transduction,Molecular Transport and Homeostasis,System and Developmental Process,Structural Stabilization
GOBP_REGULATION_OF_HEART_RATE_BY_CHEMICAL_SIGNAL,GO:0003062,biological_process,GO:0008150,Signal Transduction,System and Developmental Process,Molecular Transport and Homeostasis,Response to Stimulus,Neurotransmission and Synaptic Regulation
GOBP_RENAL_CONTROL_OF_PERIPHERAL_VASCULAR_RESISTANCE_INVOLVED_IN_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE,GO:0003072,,,System and Developmental Process,Molecular Transport and Homeostasis,Signal Transduction,Response to Stimulus,Intracellular Trafficking and Organelle Dynamics
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE,GO:0003073,biological_process,GO:0008150,Molecular Transport and Homeostasis,System and Developmental Process,Signal Transduction,Response to Stimulus,Intracellular Trafficking and Organelle Dynamics
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_RENIN_ANGIOTENSIN,GO:0003081,biological_process,GO:0008150,Signal Transduction,Molecular Transport and Homeostasis,System and Developmental Process,Protein Metabolism and Trafficking,Response to Stimulus
GOBP_POSITIVE_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE,GO:0003084,biological_process,GO:0008150,Response to Stimulus,Signal Transduction,Molecular Transport and Homeostasis,System and Developmental Process,Cell Adhesion and Interaction
GOBP_NEGATIVE_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE,GO:0003085,biological_process,GO:0008150,Molecular Transport and Homeostasis,Signal Transduction,Response to Stimulus,System and Developmental Process,Cell Adhesion and Interaction
GOBP_REGULATION_OF_GLOMERULAR_FILTRATION,GO:0003093,biological_process,GO:0008150,Molecular Transport and Homeostasis,System and Developmental Process,Response to Stimulus,Cell Adhesion and Interaction,Signal Transduction
GOBP_RENAL_WATER_TRANSPORT,GO:0003097,biological_process,GO:0008150,Molecular Transport and Homeostasis,System and Developmental Process,Response to Stimulus,Intracellular Trafficking and Organelle Dynamics,Lipid Metabolism
GOBP_HEART_FIELD_SPECIFICATION,GO:0003128,biological_process,GO:0008150,System and Developmental Process,Cell Adhesion and Interaction,Signal Transduction,Structural Stabilization,Transcription and Translation Machinery
GOBP_SECONDARY_HEART_FIELD_SPECIFICATION,GO:0003139,biological_process,GO:0008150,System and Developmental Process,Neurodevelopment and Neuronal Differentiation,Cell Adhesion and Interaction,Signal Transduction,Structural Stabilization
GOBP_EMBRYONIC_HEART_TUBE_MORPHOGENESIS,GO:0003143,biological_process,GO:0008150,System and Developmental Process,Structural Stabilization,Cell Adhesion and Interaction,Signal Transduction,Response to Stimulus
GOBP_OUTFLOW_TRACT_SEPTUM_MORPHOGENESIS,GO:0003148,biological_process,GO:0008150,System and Developmental Process,Structural Stabilization,Cell Adhesion and Interaction,Signal Transduction,Response to Stimulus
GOBP_OUTFLOW_TRACT_MORPHOGENESIS,GO:0003151,biological_process,GO:0008150,System and Developmental Process,Structural Stabilization,Cell Adhesion and Interaction,Signal Transduction,Epigenetic Regulation
GOBP_REGULATION_OF_ANIMAL_ORGAN_FORMATION,GO:0003156,biological_process,GO:0008150,System and Developmental Process,Neurodevelopment and Neuronal Differentiation,Signal Transduction,Epigenetic Regulation,Transcription and Translation Machinery
GOBP_ENDOTHELIUM_DEVELOPMENT,GO:0003158,biological_process,GO:0008150,System and Developmental Process,Structural Stabilization,Cell Adhesion and Interaction,Signal Transduction,Response to Stimulus
GOBP_MORPHOGENESIS_OF_AN_ENDOTHELIUM,GO:0003159,,,System and Developmental Process,Cell Adhesion and Interaction,Structural Stabilization,Neurodevelopment and Neuronal Differentiation,Signal Transduction
GOBP_PULMONARY_VALVE_DEVELOPMENT,GO:0003177,biological_process,GO:0008150,System and Developmental Process,Structural Stabilization,Molecular Transport and Homeostasis,Cell Adhesion and Interaction,Response to Stimulus
GOBP_AORTIC_VALVE_MORPHOGENESIS,GO:0003180,biological_process,GO:0008150,System and Developmental Process,Structural Stabilization,Cell Adhesion and Interaction,Signal Transduction,Response to Stimulus
GOBP_PULMONARY_VALVE_MORPHOGENESIS,GO:0003184,biological_process,GO:0008150,System and Developmental Process,Structural Stabilization,Cell Adhesion and Interaction,Signal Transduction,Response to Stimulus
GOBP_ATRIOVENTRICULAR_VALVE_FORMATION,GO:0003190,biological_process,GO:0008150,System and Developmental Process,Structural Stabilization,Cell Adhesion and Interaction,Signal Transduction,Response to Stimulus
GOBP_ENDOCARDIAL_CUSHION_DEVELOPMENT,GO:0003197,biological_process,GO:0008150,System and Developmental Process,Cardiovascular System,Heart Development and Function,Cell Adhesion and Interaction,Structural Stabilization
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_INVOLVED_IN_ENDOCARDIAL_CUSHION_FORMATION,GO:0003198,biological_process,GO:0008150,System and Developmental Process,Cell Adhesion and Interaction,Neurodevelopment and Neuronal Differentiation,Molecular Transport and Homeostasis,Signal Transduction
