Running with TEMP=0.9, sub_array_index=16
Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
Processing array index 16: rows 15000 to 15999
GO Term: Hippocampal Mossy Fiber To Ca3 Synapse -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Autophagy, Endolysosome
GO Term: Histone H3K9Me2/H3K9Me3 Demethylase Activity -> Biodomain: Epigenetic, Proteostasis, Metal Binding and Homeostasis, DNA Repair, Oxidative Stress
GO Term: Rna Folding Chaperone -> Biodomain: RNA Spliceosome, Structural Stabilization, Metal Binding and Homeostasis, Proteostasis, Epigenetic
GO Term: Very Long-Chain Fatty Acid Omega-Hydroxylase Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Mitochondrial Metabolism, Metal Binding and Homeostasis, Proteostasis
GO Term: Molecular Condensate Scaffold Activity -> Biodomain: Proteostasis, Structural Stabilization, Autophagy, RNA Spliceosome, Epigenetic
GO Term: Membraneless Organelle Assembly -> Biodomain: Proteostasis, Structural Stabilization, Autophagy, Synapse, RNA Spliceosome
GO Term: Protein-Containing Complex Localization To Centriolar Satellite -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Autophagy, Mitochondrial Metabolism
GO Term: Cat Tailing -> Biodomain: Proteostasis, Protein Catabolism, Ubiquitin-Proteasome System, Translation Regulation, Autophagy
GO Term: Histone Chaperone Activity -> Biodomain: Epigenetic, Proteostasis, DNA Repair, Structural Stabilization, Cell Cycle
GO Term: Facultative Heterochromatin Formation -> Biodomain: Epigenetic, Cell Cycle, Structural Stabilization, DNA Repair, Proteostasis
GO Term: Constitutive Heterochromatin Formation -> Biodomain: Epigenetic, DNA Repair, Structural Stabilization, Cell Cycle, Apoptosis
GO Term: Nlrp6 Inflammasome Complex -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Autophagy
GO Term: Nlrp6 Inflammasome Complex Assembly -> Biodomain: Immune Response, Inflammatory Response, Proteostasis, Apoptosis, Oxidative Stress
GO Term: Lncrna Transcription -> Biodomain: Epigenetic, DNA Repair, RNA Spliceosome, Cell Cycle, Proteostasis
GO Term: Negative Regulation Of Lncrna Transcription -> Biodomain: Epigenetic, Cell Cycle, RNA Spliceosome, DNA Repair, Autophagy
GO Term: Sirna Transcription -> Biodomain: RNA Spliceosome, Immune Response, Epigenetic, Cell Cycle, Autophagy
GO Term: Phlorizin Hydrolase Activity -> Biodomain: Metabolic Processes, Carbohydrate Metabolism, Enzyme Activity, Catalytic Activity, Lipid Metabolism
GO Term: Nucleosome Array Spacer Activity -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Structural Stabilization, Autophagy
GO Term: Histone Octamer Slider Activity -> Biodomain: Epigenetic, DNA Repair, Structural Stabilization, Proteostasis, Cell Cycle
GO Term: Reorganization Of Cellular Membranes To Establish Viral Sites Of Replication -> Biodomain: Endolysosome, Proteostasis, Autophagy, Lipid Metabolism, Mitochondrial Metabolism
GO Term: Histone H3K56 Methyltransferase Activity -> Biodomain: Epigenetic, Proteostasis, DNA Repair, Cell Cycle, Autophagy
GO Term: Histone H3K56 Deacetylase Activity, Nad-Dependent -> Biodomain: Epigenetic, Cell Cycle, DNA Repair, Proteostasis, Apoptosis
GO Term: Enzyme-Substrate Adaptor Activity -> Biodomain: Proteostasis, Structural Stabilization, Autophagy, Endolysosome, APP Metabolism
GO Term: Protein Adp-Ribosyltransferase-Substrate Adaptor Activity -> Biodomain: DNA Repair, Apoptosis, Proteostasis, Epigenetic, Cell Cycle
GO Term: Nad-Dependent Protein Demyristoylase Activity -> Biodomain: Proteostasis, Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Epigenetic
GO Term: Nad-Dependent Protein Depalmitoylase Activity -> Biodomain: Proteostasis, Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Metal Binding and Homeostasis
GO Term: Protein-Containing Complex Destabilizing Activity -> Biodomain: Proteostasis, Autophagy, Endolysosome, Apoptosis, Cell Cycle
GO Term: Protein-Containing Complex Stabilizing Activity -> Biodomain: Proteostasis, Structural Stabilization, Synapse, Autophagy, Apoptosis
GO Term: Microtubule Stabilizing Activity -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, Autophagy, Apoptosis
GO Term: Amino Acid Sensor Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Oxidative Stress, Lipid Metabolism
GO Term: Phosphate Ion Uniporter Activity -> Biodomain: Mitochondrial Metabolism, Endolysosome, Proteostasis, Autophagy, Lipid Metabolism
GO Term: L-Glutamate Uniporter Activity -> Biodomain: Mitochondrial Metabolism, Synapse, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Histone H2Axy142 Phosphatase Activity -> Biodomain: Epigenetic, Proteostasis, DNA Repair, Cell Cycle, Apoptosis
GO Term: Histone Arginine Deiminase Activity -> Biodomain: Epigenetic, Proteostasis, Immune Response, Cell Cycle, DNA Repair
GO Term: Histone H3R2 Arginine Deiminase Activity -> Biodomain: Epigenetic, Proteostasis, DNA Repair, Structural Stabilization, Cell Cycle
GO Term: Histone H3R8 Arginine Deiminase Activity -> Biodomain: Epigenetic, Proteostasis, DNA Repair, Cell Cycle, Autophagy
GO Term: Histone H3R17 Arginine Deiminase Activity -> Biodomain: Epigenetic, Proteostasis, Autophagy, DNA Repair, Cell Cycle
GO Term: Histone H3R26 Arginine Deiminase Activity -> Biodomain: Epigenetic, Proteostasis, DNA Repair, Autophagy, Cell Cycle
GO Term: Glycine:Proton Antiporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Endolysosome, Autophagy
GO Term: Gamma-Aminobutyric Acid:Proton Antiporter Activity -> Biodomain: Synapse, Mitochondrial Metabolism, Proteostasis, Endolysosome, Structural Stabilization
GO Term: Histone H2Axy142 Kinase Activity -> Biodomain: Epigenetic, DNA Repair, Apoptosis, Cell Cycle, Proteostasis
GO Term: Nad+-Protein-C-Terminal Glycine Adp-Ribosyltransferase Activity -> Biodomain: Proteostasis, Epigenetic, DNA Repair, Oxidative Stress, Apoptosis
GO Term: Nad+-Protein-Cysteine Adp-Ribosyltransferase Activity -> Biodomain: Proteostasis, Oxidative Stress, Mitochondrial Metabolism, Apoptosis, DNA Repair
GO Term: Nad+-Protein-Lysine Adp-Ribosyltransferase Activity -> Biodomain: Proteostasis, Epigenetic, DNA Repair, Cell Cycle, Apoptosis
GO Term: Nad+-Protein-Serine Adp-Ribosyltransferase Activity -> Biodomain: Proteostasis, Mitochondrial Metabolism, Oxidative Stress, Apoptosis, Epigenetic
GO Term: Nad+-Protein-Aspartate Adp-Ribosyltransferase Activity -> Biodomain: DNA Repair, Apoptosis, Epigenetic, Immune Response, Proteostasis
GO Term: Nad+-Protein-Glutamate Adp-Ribosyltransferase Activity -> Biodomain: DNA Repair, Epigenetic, Immune Response, Apoptosis, Proteostasis
GO Term: Nad+-Protein-Tyrosine Adp-Ribosyltransferase Activity -> Biodomain: Proteostasis, Epigenetic, DNA Repair, Apoptosis, Cell Cycle
GO Term: Nad+-Protein-Histidine Adp-Ribosyltransferase Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Epigenetic, Apoptosis
GO Term: Nad+-Histone H2Bs6 Serine Adp-Ribosyltransferase Activity -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Autophagy, Apoptosis
GO Term: Nad+-Histone H3S10 Serine Adp-Ribosyltransferase Activity -> Biodomain: Epigenetic, DNA Repair, Proteostasis, APP Metabolism, Oxidative Stress
GO Term: Mrna 5'-Triphosphate Monophosphatase Activity -> Biodomain: RNA Spliceosome, Epigenetic, Autophagy, Proteostasis, Cell Cycle
GO Term: Nad+-Histone H2Be35 Glutamate Adp-Ribosyltransferase Activity -> Biodomain: Epigenetic, Proteostasis, DNA Repair, Autophagy, Apoptosis
GO Term: Histone H2Bs36 Kinase Activity -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Cell Cycle, Apoptosis
GO Term: Thioredoxin-Dependent Peroxiredoxin Activity -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Autophagy, Lipid Metabolism
GO Term: Lactoperoxidase Activity -> Biodomain: Oxidative Stress, Immune Response, Metal Binding and Homeostasis, Proteostasis, Lipid Metabolism
Saved results to: Experiment/DeepSeek/01-Reference_free/02-Name_structure/Temp_0.9/go_biodomain_results_part_16.csv
Logged runtime to: Experiment/DeepSeek/01-Reference_free/02-Name_structure/Temp_0.9/runtime_log.csv
