Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
Processing array index 5: rows 4000 to 4999
GO Term: Detection Of Virus -> Biodomain: Immune Response, Endolysosome, Autophagy, Apoptosis, Proteostasis
GO Term: Rrna Metabolic Process -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Metal Binding and Homeostasis, Autophagy
GO Term: Snrna Metabolic Process -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, DNA Repair, Cell Cycle
GO Term: Sno(S)Rna Metabolic Process -> Biodomain: RNA Spliceosome, Epigenetic, DNA Repair, Cell Cycle, Metal Binding and Homeostasis
GO Term: Rrna Catabolic Process -> Biodomain: Autophagy, Proteostasis, Endolysosome, Oxidative Stress, Mitochondrial Metabolism
GO Term: Snrna Catabolic Process -> Biodomain: RNA Spliceosome, Proteostasis, Autophagy, Endolysosome, Epigenetic
GO Term: Sno(S)Rna Catabolic Process -> Biodomain: RNA Spliceosome, Autophagy, Endolysosome, Proteostasis, Epigenetic
GO Term: Trna Decay -> Biodomain: Proteostasis, Autophagy, RNA Spliceosome, Epigenetic, Oxidative Stress
GO Term: Synaptic Vesicle Exocytosis -> Biodomain: Synapse, Proteostasis, Endolysosome, Autophagy, Lipid Metabolism
GO Term: Synaptic Vesicle Targeting -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Endolysosome, Autophagy
GO Term: Synaptic Vesicle Docking -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Autophagy, Lipid Metabolism
GO Term: Synaptic Vesicle Priming -> Biodomain: Synapse, Proteostasis, Endolysosome, Structural Stabilization, Autophagy
GO Term: Polyprenol Biosynthetic Process -> Biodomain: Lipid Metabolism, Proteostasis, Mitochondrial Metabolism, Autophagy, Oxidative Stress
GO Term: Polyprenol Catabolic Process -> Biodomain: Lipid Metabolism, Proteostasis, Mitochondrial Metabolism, Autophagy, Endolysosome
GO Term: Monoterpenoid Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Endolysosome
GO Term: Diterpenoid Metabolic Process -> Biodomain: Lipid Metabolism, Immune Response, Apoptosis, Cell Cycle, Oxidative Stress
GO Term: Triterpenoid Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Immune Response
GO Term: Carotenoid Metabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Autophagy
GO Term: Carotene Metabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Immune Response, Autophagy, Endolysosome
GO Term: Carotene Catabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Endolysosome
GO Term: Xanthophyll Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis, Autophagy
GO Term: Xanthophyll Catabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Mitochondrial Metabolism, Autophagy, Endolysosome
GO Term: Sterol Metabolic Process -> Biodomain: Lipid Metabolism, Myelination, Autophagy, Endolysosome, Structural Stabilization
GO Term: Sterol Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Apoptosis
GO Term: Glycoside Catabolic Process -> Biodomain: Endolysosome, Autophagy, Proteostasis, Lipid Metabolism, Mitochondrial Metabolism
GO Term: Translation Release Factor Activity, Codon Specific -> Biodomain: Proteostasis, RNA Spliceosome, Autophagy, Cell Cycle, Epigenetic
GO Term: Translation Release Factor Activity, Codon Nonspecific -> Biodomain: Proteostasis, Autophagy, RNA Spliceosome, Mitochondrial Metabolism, Oxidative Stress
GO Term: Nickel Cation Binding -> Biodomain: Metal Binding and Homeostasis, Proteostasis, Oxidative Stress, Lipid Metabolism, Mitochondrial Metabolism
GO Term: Urocanate Hydratase Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Immune Response, Proteostasis, Autophagy
GO Term: Pyrimidine-Nucleoside Phosphorylase Activity -> Biodomain: DNA Repair, Cell Cycle, RNA Spliceosome, Metal Binding and Homeostasis, Epigenetic
GO Term: Formyltetrahydrofolate Dehydrogenase Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Epigenetic, DNA Repair, Cell Cycle
GO Term: 3-Phytase Activity -> Biodomain: Lipid Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Endolysosome, Proteostasis
GO Term: Amylase Activity -> Biodomain: Endolysosome, Metal Binding and Homeostasis, Proteostasis, Lipid Metabolism, Autophagy
GO Term: Linoleate 13S-Lipoxygenase Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Immune Response, Mitochondrial Metabolism, Apoptosis
Saved results to: Experiment/DeepSeek/01-Reference_free/01-Name/Temp_0/go_biodomain_results_part_5.csv
Logged runtime to: Experiment/DeepSeek/01-Reference_free/01-Name/Temp_0/runtime_log.csv
