Running with TEMP=0.9, sub_array_index=16
Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
Processing array index 16: rows 15000 to 15999
GO Term: Hippocampal Mossy Fiber To Ca3 Synapse -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Autophagy, Endolysosome
GO Term: Cat Tailing -> Biodomain: Proteostasis, Autophagy, Endolysosome, Apoptosis, Oxidative Stress
GO Term: Histone Chaperone Activity -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Proteostasis, Autophagy
GO Term: Facultative Heterochromatin Formation -> Biodomain: Epigenetic, Cell Cycle, Structural Stabilization, DNA Repair, Proteostasis
GO Term: Constitutive Heterochromatin Formation -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Structural Stabilization, Proteostasis
GO Term: Nlrp6 Inflammasome Complex -> Biodomain: Immune Response, Apoptosis, Proteostasis, Autophagy, Oxidative Stress
GO Term: Nlrp6 Inflammasome Complex Assembly -> Biodomain: Immune Response, Inflammation, Apoptosis, Proteostasis, Oxidative Stress
GO Term: Lncrna Transcription -> Biodomain: Epigenetic, Cell Cycle, RNA Spliceosome, DNA Repair, Autophagy
GO Term: Negative Regulation Of Lncrna Transcription -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Proteostasis, Autophagy
GO Term: Sirna Transcription -> Biodomain: RNA Spliceosome, Epigenetic, DNA Repair, Autophagy, Immune Response
GO Term: Phlorizin Hydrolase Activity -> Biodomain: Proteostasis, Endolysosome, Autophagy, Lipid Metabolism, Oxidative Stress
GO Term: Nucleosome Array Spacer Activity -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Structural Stabilization, Cell Cycle
GO Term: Histone Octamer Slider Activity -> Biodomain: Epigenetic, Structural Stabilization, DNA Repair, Proteostasis, Cell Cycle
GO Term: Reorganization Of Cellular Membranes To Establish Viral Sites Of Replication -> Biodomain: Lipid Metabolism, Endolysosome, Autophagy, Proteostasis, Structural Stabilization
GO Term: Histone H3K56 Methyltransferase Activity -> Biodomain: Epigenetic, Proteostasis, DNA Repair, Cell Cycle, Metal Binding and Homeostasis
GO Term: Histone H3K56 Deacetylase Activity, Nad-Dependent -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Cell Cycle, Mitochondrial Metabolism
GO Term: Enzyme-Substrate Adaptor Activity -> Biodomain: Proteostasis, Endolysosome, Autophagy, Structural Stabilization, Cell Cycle
GO Term: Protein Adp-Ribosyltransferase-Substrate Adaptor Activity -> Biodomain: Proteostasis, DNA Repair, Apoptosis, Epigenetic, Immune Response
GO Term: Nad-Dependent Protein Demyristoylase Activity -> Biodomain: Proteostasis, Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Oxidative Stress
GO Term: Nad-Dependent Protein Depalmitoylase Activity -> Biodomain: Proteostasis, Lipid Metabolism, Synapse, Autophagy, Apoptosis
GO Term: Protein-Containing Complex Destabilizing Activity -> Biodomain: Proteostasis, Autophagy, Endolysosome, Apoptosis, Structural Stabilization
GO Term: Protein-Containing Complex Stabilizing Activity -> Biodomain: Proteostasis, Structural Stabilization, Oxidative Stress, Apoptosis, Endolysosome
GO Term: Microtubule Stabilizing Activity -> Biodomain: Structural Stabilization, Cell Cycle, Tau Homeostasis, Proteostasis, Synapse
GO Term: Amino Acid Sensor Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Lipid Metabolism, Oxidative Stress
GO Term: Phosphate Ion Uniporter Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Autophagy
GO Term: L-Glutamate Uniporter Activity -> Biodomain: Mitochondrial Metabolism, Synapse, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Histone H2Axy142 Phosphatase Activity -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Metal Binding and Homeostasis, Cell Cycle
GO Term: Histone Arginine Deiminase Activity -> Biodomain: Epigenetic, Proteostasis, DNA Repair, Autophagy, Cell Cycle
GO Term: Histone H3R2 Arginine Deiminase Activity -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Autophagy, Metal Binding and Homeostasis
GO Term: Histone H3R8 Arginine Deiminase Activity -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Cell Cycle, Immune Response
GO Term: Histone H3R17 Arginine Deiminase Activity -> Biodomain: Epigenetic, Proteostasis, DNA Repair, Autophagy, Apoptosis
GO Term: Histone H3R26 Arginine Deiminase Activity -> Biodomain: Epigenetic, Proteostasis, Apoptosis, DNA Repair, Immune Response
GO Term: Glycine:Proton Antiporter Activity -> Biodomain: Proteostasis, Mitochondrial Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Lipid Metabolism
GO Term: Gamma-Aminobutyric Acid:Proton Antiporter Activity -> Biodomain: Synapse, Mitochondrial Metabolism, Proteostasis, Endolysosome, Oxidative Stress
GO Term: Histone H2Axy142 Kinase Activity -> Biodomain: DNA Repair, Epigenetic, Proteostasis, Cell Cycle, Autophagy
GO Term: Nad+-Protein-C-Terminal Glycine Adp-Ribosyltransferase Activity -> Biodomain: Proteostasis, Epigenetic, DNA Repair, Apoptosis, Cell Cycle
GO Term: Nad+-Protein-Cysteine Adp-Ribosyltransferase Activity -> Biodomain: Proteostasis, Oxidative Stress, DNA Repair, Epigenetic, Mitochondrial Metabolism
GO Term: Nad+-Protein-Lysine Adp-Ribosyltransferase Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Apoptosis, DNA Repair
GO Term: Nad+-Protein-Serine Adp-Ribosyltransferase Activity -> Biodomain: DNA Repair, Proteostasis, Oxidative Stress, Epigenetic, Mitochondrial Metabolism
GO Term: Nad+-Protein-Aspartate Adp-Ribosyltransferase Activity -> Biodomain: DNA Repair, Epigenetic, Apoptosis, Proteostasis, Oxidative Stress
GO Term: Nad+-Protein-Glutamate Adp-Ribosyltransferase Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, DNA Repair, Epigenetic, Autophagy
GO Term: Nad+-Protein-Tyrosine Adp-Ribosyltransferase Activity -> Biodomain: DNA Repair, Apoptosis, Epigenetic, Oxidative Stress, Immune Response
GO Term: Nad+-Protein-Histidine Adp-Ribosyltransferase Activity -> Biodomain: Proteostasis, Epigenetic, DNA Repair, Mitochondrial Metabolism, Metal Binding and Homeostasis
GO Term: Nad+-Histone H2Bs6 Serine Adp-Ribosyltransferase Activity -> Biodomain: Epigenetic, Proteostasis, Mitochondrial Metabolism, DNA Repair, Metal Binding and Homeostasis
GO Term: Nad+-Histone H3S10 Serine Adp-Ribosyltransferase Activity -> Biodomain: Epigenetic, Proteostasis, DNA Repair, Mitochondrial Metabolism, Oxidative Stress
GO Term: Mrna 5'-Triphosphate Monophosphatase Activity -> Biodomain: RNA Spliceosome, Epigenetic, Autophagy, Immune Response, Proteostasis
GO Term: Nad+-Histone H2Be35 Glutamate Adp-Ribosyltransferase Activity -> Biodomain: Epigenetic, Proteostasis, DNA Repair, Autophagy, Apoptosis
GO Term: Histone H2Bs36 Kinase Activity -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Cell Cycle, Structural Stabilization
GO Term: Thioredoxin-Dependent Peroxiredoxin Activity -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Metal Binding and Homeostasis
GO Term: Lactoperoxidase Activity -> Biodomain: Oxidative Stress, Immune Response, Proteostasis, Mitochondrial Metabolism, Lipid Metabolism
Saved results to: Experiment/DeepSeek/01-Reference_free/01-Name/Temp_0.9/go_biodomain_results_part_16.csv
Logged runtime to: Experiment/DeepSeek/01-Reference_free/01-Name/Temp_0.9/runtime_log.csv
