Running with TEMP=0.1, sub_array_index=5
Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
Processing array index 5: rows 4000 to 4999
GO Term: Detection Of Virus -> Biodomain: Immune Response, Endolysosome, Autophagy, Apoptosis, Proteostasis
GO Term: Rna Metabolic Process -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Autophagy, Endolysosome
GO Term: Mrna Metabolic Process -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, Autophagy, DNA Repair
GO Term: Rrna Metabolic Process -> Biodomain: RNA Spliceosome, Mitochondrial Metabolism, Epigenetic, Autophagy, Cell Cycle
GO Term: Snrna Metabolic Process -> Biodomain: RNA Spliceosome, Proteostasis, Structural Stabilization, Epigenetic, Cell Cycle
GO Term: Sno(S)Rna Metabolic Process -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, Cell Cycle, Autophagy
GO Term: Rrna Catabolic Process -> Biodomain: RNA Spliceosome, Autophagy, Endolysosome, Proteostasis, Apoptosis
GO Term: Snrna Catabolic Process -> Biodomain: RNA Spliceosome, Proteostasis, Autophagy, Endolysosome, Epigenetic
GO Term: Sno(S)Rna Catabolic Process -> Biodomain: RNA Spliceosome, Epigenetic, Autophagy, Endolysosome, Proteostasis
GO Term: Trna Decay -> Biodomain: RNA Spliceosome, Oxidative Stress, Proteostasis, Endolysosome, Autophagy
GO Term: Synaptic Vesicle Exocytosis -> Biodomain: Synapse, Proteostasis, Mitochondrial Metabolism, Oxidative Stress, Endolysosome
GO Term: Synaptic Vesicle Targeting -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Endolysosome, Lipid Metabolism
GO Term: Synaptic Vesicle Docking -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Endolysosome, Autophagy
GO Term: Synaptic Vesicle Priming -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Autophagy, Lipid Metabolism
GO Term: Polyprenol Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: Polyprenol Catabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Endolysosome, Autophagy, Oxidative Stress
GO Term: Monoterpenoid Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Diterpenoid Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Autophagy
GO Term: Triterpenoid Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Autophagy
GO Term: Carotenoid Metabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Mitochondrial Metabolism, Epigenetic, Immune Response
GO Term: Carotene Metabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Mitochondrial Metabolism, Autophagy, Immune Response
GO Term: Carotene Catabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Endolysosome, Autophagy
GO Term: Xanthophyll Metabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Autophagy, Mitochondrial Metabolism, Endolysosome
GO Term: Xanthophyll Catabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Autophagy, Endolysosome, Proteostasis
GO Term: Sterol Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Apoptosis
GO Term: Sterol Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Glycoside Catabolic Process -> Biodomain: Lipid Metabolism, Endolysosome, Autophagy, Mitochondrial Metabolism, Proteostasis
GO Term: Translation Release Factor Activity, Codon Specific -> Biodomain: Proteostasis, Autophagy, Apoptosis, Mitochondrial Metabolism, Oxidative Stress
GO Term: Translation Release Factor Activity, Codon Nonspecific -> Biodomain: Proteostasis, Mitochondrial Metabolism, RNA Spliceosome, Autophagy, Cell Cycle
GO Term: Nickel Cation Binding -> Biodomain: Metal Binding and Homeostasis, Proteostasis, Oxidative Stress, Endolysosome, Mitochondrial Metabolism
GO Term: Urocanate Hydratase Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Immune Response, Oxidative Stress
GO Term: Pyrimidine-Nucleoside Phosphorylase Activity -> Biodomain: DNA Repair, Cell Cycle, Mitochondrial Metabolism, Metal Binding and Homeostasis, Proteostasis
GO Term: Formyltetrahydrofolate Dehydrogenase Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Metal Binding and Homeostasis, Autophagy
GO Term: 3-Phytase Activity -> Biodomain: Endolysosome, Metal Binding and Homeostasis, Mitochondrial Metabolism, Autophagy, Proteostasis
GO Term: Amylase Activity -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Metal Binding and Homeostasis, Autophagy
GO Term: Linoleate 13S-Lipoxygenase Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Immune Response, Apoptosis, Autophagy
Saved results to: Experiment/DeepSeek/01-Reference_free/01-Name/Temp_0.1/go_biodomain_results_part_5.csv
Logged runtime to: Experiment/DeepSeek/01-Reference_free/01-Name/Temp_0.1/runtime_log.csv
