node,nodeID,root node,root node ID,biodomain_1,biodomain_2,biodomain_3,biodomain_4,biodomain_5
GOBP_NEGATIVE_REGULATION_OF_DNA_TEMPLATED_DNA_REPLICATION,GO:2000104,biological_process,GO:0008150,DNA Repair,Signal Transduction,Cell Cycle,Epigenetic Regulation,Response to Stimulus
GOBP_POSITIVE_REGULATION_OF_DNA_TEMPLATED_DNA_REPLICATION,GO:2000105,biological_process,GO:0008150,DNA Repair,Cell Cycle,Signal Transduction,Transcription and Translation Machinery,Response to Stimulus
GOBP_NEGATIVE_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION,GO:2000178,biological_process,GO:0008150,Neurodevelopment and Neuronal Differentiation,Cell Cycle,System and Developmental Process,Signal Transduction,Response to Stimulus
GOBP_REGULATION_OF_FEMALE_GONAD_DEVELOPMENT,GO:2000194,biological_process,GO:0008150,System and Developmental Process,Response to Stimulus,Signal Transduction,Epigenetic Regulation,Transcription and Translation Machinery
GOBP_POSITIVE_REGULATION_OF_RRNA_PROCESSING,GO:2000234,biological_process,GO:0008150,RNA Metabolism,Transcription and Translation Machinery,Epigenetic Regulation,System and Developmental Process,Molecular Transport and Homeostasis
GOBP_REGULATION_OF_ACTIN_CYTOSKELETON_REORGANIZATION,,,,Cell Adhesion and Interaction,Structural Stabilization,Signal Transduction,Response to Stimulus,System and Developmental Process
GOBP_POSITIVE_REGULATION_OF_ACTIN_CYTOSKELETON_REORGANIZATION,,,,Structural Stabilization,Cell Adhesion and Interaction,Signal Transduction,Neurodevelopment and Neuronal Differentiation,System and Developmental Process
GOBP_NEGATIVE_REGULATION_OF_SIGNALING_RECEPTOR_ACTIVITY,GO:2000272,biological_process,GO:0008150,Signal Transduction,Immune System and Inflammation,Response to Stimulus,Molecular Transport and Homeostasis,System and Developmental Process
GOBP_POSITIVE_REGULATION_OF_MYOBLAST_PROLIFERATION,GO:2000288,biological_process,GO:0008150,Cell Cycle,System and Developmental Process,Signal Transduction,Transcription and Translation Machinery,Response to Stimulus
GOBP_REGULATION_OF_MYOBLAST_PROLIFERATION,GO:2000291,biological_process,GO:0008150,Cell Cycle,System and Developmental Process,Signal Transduction,Response to Stimulus,Structural Stabilization
GOBP_REGULATION_OF_RHO_DEPENDENT_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY,,,,Signal Transduction,Cell Adhesion and Interaction,Structural Stabilization,Protein Metabolism and Trafficking,Response to Stimulus
GOBP_REGULATION_OF_T_HELPER_17_TYPE_IMMUNE_RESPONSE,GO:2000316,biological_process,GO:0008150,Immune System and Inflammation,Signal Transduction,System and Developmental Process,Response to Stimulus,Transcription and Translation Machinery
GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS,GO:0120163,biological_process,GO:0008150,Response to Stimulus,Mitochondrial Function and Metabolism,Signal Transduction,System and Developmental Process,Molecular Transport and Homeostasis
GOBP_DENDRITE_ARBORIZATION,GO:0140059,biological_process,GO:0008150,Neurodevelopment and Neuronal Differentiation,Structural Stabilization,Neurotransmission and Synaptic Regulation,System and Developmental Process,Cell Adhesion and Interaction
GOBP_SIGNALING_RECEPTOR_LIGAND_PRECURSOR_PROCESSING,GO:0140448,biological_process,GO:0008150,Signal Transduction,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Response to Stimulus,System and Developmental Process
GOBP_INTEGRATED_STRESS_RESPONSE_SIGNALING,GO:0140467,biological_process,GO:0008150,Signal Transduction,Molecular Transport and Homeostasis,Response to Stimulus,Protein Metabolism and Trafficking,Epigenetic Regulation
GOBP_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS_VIA_THE_C_END_DEGRON_RULE_PATHWAY,GO:0140627,biological_process,GO:0008150,Protein Metabolism and Trafficking,Signal Transduction,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus,Epigenetic Regulation
GOBP_ENDOLYSOSOMAL_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,GO:0140894,biological_process,GO:0008150,Immune System and Inflammation,Intracellular Trafficking and Organelle Dynamics,Signal Transduction,Response to Stimulus,Protein Metabolism and Trafficking
GOBP_AMYLOID_BETA_CLEARANCE_BY_TRANSCYTOSIS,GO:0150093,biological_process,GO:0008150,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking,Immune System and Inflammation,Response to Stimulus
GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE,GO:1900017,biological_process,GO:0008150,Immune System and Inflammation,Signal Transduction,Response to Stimulus,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis
GOBP_POSITIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS,GO:1900078,biological_process,GO:0008150,Signal Transduction,Molecular Transport and Homeostasis,Response to Stimulus,Protein Metabolism and Trafficking,Lipid Metabolism
GOBP_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE,GO:1900101,biological_process,GO:0008150,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Response to Stimulus,Signal Transduction,Molecular Transport and Homeostasis
GOBP_NEGATIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE,GO:1900102,biological_process,GO:0008150,Protein Metabolism and Trafficking,Signal Transduction,Response to Stimulus,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis
GOBP_POSITIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE,GO:1900103,biological_process,GO:0008150,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus,Signal Transduction,Molecular Transport and Homeostasis
GOBP_REGULATION_OF_NODAL_SIGNALING_PATHWAY,GO:1900107,biological_process,GO:0008150,Signal Transduction,System and Developmental Process,Response to Stimulus,Cell Adhesion and Interaction,Transcription and Translation Machinery
GOBP_REGULATION_OF_RECEPTOR_BINDING,GO:1900120,,,Signal Transduction,Response to Stimulus,Molecular Transport and Homeostasis,Cell Adhesion and Interaction,Immune System and Inflammation
GOBP_REGULATION_OF_PHENOTYPIC_SWITCHING,GO:1900239,biological_process,GO:0008150,Response to Stimulus,Cell Cycle,Signal Transduction,System and Developmental Process,Epigenetic Regulation
GOBP_REGULATION_OF_DNA_DIRECTED_DNA_POLYMERASE_ACTIVITY,,,,DNA Repair,Signal Transduction,Epigenetic Regulation,Cell Cycle,Transcription and Translation Machinery
GOBP_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY,GO:1901028,biological_process,GO:0008150,Apoptosis,Mitochondrial Function and Metabolism,Signal Transduction,Response to Stimulus,Cell Cycle
GOBP_NEGATIVE_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY,GO:1901029,biological_process,GO:0008150,Apoptosis,Mitochondrial Function and Metabolism,Signal Transduction,Response to Stimulus,Protein Metabolism and Trafficking
GOBP_NEGATIVE_REGULATION_OF_NIK_NF_KAPPAB_SIGNALING,,,,Immune System and Inflammation,Signal Transduction,Response to Stimulus,System and Developmental Process,Transcription and Translation Machinery
GOBP_SUCCINYL_COA_CATABOLIC_PROCESS,GO:1901289,biological_process,GO:0008150,Mitochondrial Function and Metabolism,Lipid Metabolism,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,System and Developmental Process
GOBP_REGULATION_OF_HYDROGEN_PEROXIDE_MEDIATED_PROGRAMMED_CELL_DEATH,GO:1901298,,,Apoptosis,Response to Stimulus,Signal Transduction,Mitochondrial Function and Metabolism,Cell Cycle
GOBP_NEGATIVE_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORT,GO:1901380,biological_process,GO:0008150,Molecular Transport and Homeostasis,Signal Transduction,Response to Stimulus,Neurotransmission and Synaptic Regulation,System and Developmental Process
GOBP_ORGANONITROGEN_COMPOUND_CATABOLIC_PROCESS,,,,Protein Metabolism and Trafficking,Lipid Metabolism,Molecular Transport and Homeostasis,Response to Stimulus,System and Developmental Process
GOBP_ORGANONITROGEN_COMPOUND_BIOSYNTHETIC_PROCESS,,,,Protein Metabolism and Trafficking,RNA Metabolism,Transcription and Translation Machinery,Molecular Transport and Homeostasis,System and Developmental Process
GOBP_FATTY_ACID_DERIVATIVE_BIOSYNTHETIC_PROCESS,GO:1901570,biological_process,GO:0008150,Lipid Metabolism,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking,Signal Transduction,Response to Stimulus
GOBP_REGULATION_OF_SUPEROXIDE_DISMUTASE_ACTIVITY,,,,Response to Stimulus,Signal Transduction,Mitochondrial Function and Metabolism,Molecular Transport and Homeostasis,System and Developmental Process
GOBP_POSITIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,GO:1901798,biological_process,GO:0008150,Signal Transduction,DNA Repair,Apoptosis,Cell Cycle,Response to Stimulus
GOBP_NEGATIVE_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS,GO:1901799,biological_process,GO:0008150,Protein Metabolism and Trafficking,Signal Transduction,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,System and Developmental Process
GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS,GO:1901800,biological_process,GO:0008150,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,Response to Stimulus,System and Developmental Process
GOBP_REGULATION_OF_CELL_CYCLE_CHECKPOINT,GO:1901976,,,Cell Cycle,Signal Transduction,DNA Repair,Response to Stimulus,System and Developmental Process
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_CHECKPOINT,GO:1901977,,,Cell Cycle,Signal Transduction,DNA Repair,System and Developmental Process,Response to Stimulus
GOBP_TOXIN_TRANSPORT,,,,Molecular Transport and Homeostasis,Response to Stimulus,Intracellular Trafficking and Organelle Dynamics,Signal Transduction,Immune System and Inflammation
GOBP_NEGATIVE_REGULATION_OF_CILIUM_ASSEMBLY,GO:1902018,biological_process,GO:0008150,Structural Stabilization,Signal Transduction,System and Developmental Process,Response to Stimulus,Intracellular Trafficking and Organelle Dynamics
GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS,GO:1902108,biological_process,GO:0008150,Apoptosis,Mitochondrial Function and Metabolism,Molecular Transport and Homeostasis,Signal Transduction,Response to Stimulus
GOBP_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,GO:1902175,biological_process,GO:0008150,Apoptosis,Response to Stimulus,Signal Transduction,Mitochondrial Function and Metabolism,DNA Repair
GOBP_NEGATIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,GO:1902176,biological_process,GO:0008150,Apoptosis,Response to Stimulus,Signal Transduction,Molecular Transport and Homeostasis,Mitochondrial Function and Metabolism
GOBP_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,GO:1902235,biological_process,GO:0008150,Apoptosis,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Response to Stimulus,Signal Transduction
GOBP_NEGATIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,GO:1902236,biological_process,GO:0008150,Apoptosis,Intracellular Trafficking and Organelle Dynamics,Signal Transduction,Protein Metabolism and Trafficking,Response to Stimulus
GOBP_POSITIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,GO:1902237,biological_process,GO:0008150,Apoptosis,Intracellular Trafficking and Organelle Dynamics,Signal Transduction,Response to Stimulus,System and Developmental Process
GOBP_POSITIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR,GO:1902255,biological_process,GO:0008150,Apoptosis,Signal Transduction,DNA Repair,Response to Stimulus,Transcription and Translation Machinery
GOBP_CELL_CYCLE_DNA_REPLICATION_INITIATION,GO:1902292,,,Cell Cycle,DNA Repair,Transcription and Translation Machinery,Signal Transduction,System and Developmental Process
GOBP_POSITIVE_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORT,GO:1902307,biological_process,GO:0008150,Molecular Transport and Homeostasis,Response to Stimulus,Signal Transduction,System and Developmental Process,Intracellular Trafficking and Organelle Dynamics
GOBP_REGULATION_OF_MRNA_BINDING,,,,RNA Metabolism,Epigenetic Regulation,Transcription and Translation Machinery,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis
GOBP_REGULATION_OF_ATTACHMENT_OF_MITOTIC_SPINDLE_MICROTUBULES_TO_KINETOCHORE,GO:1902423,biological_process,GO:0008150,Cell Cycle,Structural Stabilization,Signal Transduction,Intracellular Trafficking and Organelle Dynamics,System and Developmental Process
GOBP_REGULATION_OF_PROTEIN_AUTOUBIQUITINATION,GO:1902498,biological_process,GO:0008150,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Signal Transduction,Response to Stimulus,Epigenetic Regulation
GOBP_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION,,,,Signal Transduction,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,System and Developmental Process
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION,GO:1902532,biological_process,GO:0008150,Signal Transduction,Response to Stimulus,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,System and Developmental Process
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION,GO:1902533,biological_process,GO:0008150,Signal Transduction,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus,Protein Metabolism and Trafficking,System and Developmental Process
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_STIMULUS,GO:1902548,biological_process,GO:0008150,Signal Transduction,Response to Stimulus,System and Developmental Process,Molecular Transport and Homeostasis,Cell Adhesion and Interaction
GOBP_PROTON_TRANSMEMBRANE_TRANSPORT,GO:1902600,biological_process,GO:0008150,Molecular Transport and Homeostasis,Mitochondrial Function and Metabolism,Intracellular Trafficking and Organelle Dynamics,Signal Transduction,Response to Stimulus
GOCC_COPI_VESICLE_COAT,GO:0030126,cellular_component,GO:0005575,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Structural Stabilization,System and Developmental Process
GOCC_COPII_COATED_ER_TO_GOLGI_TRANSPORT_VESICLE,GO:0030134,cellular_component,GO:0005575,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Structural Stabilization,System and Developmental Process
GOCC_COATED_VESICLE,GO:0030135,cellular_component,GO:0005575,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Autophagy,Signal Transduction
GOCC_COPI_COATED_VESICLE,GO:0030137,cellular_component,GO:0005575,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Structural Stabilization,System and Developmental Process
GOCC_ENDOCYTIC_VESICLE,GO:0030139,cellular_component,GO:0005575,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Response to Stimulus,Lipid Metabolism
GOCC_GOLGI_ASSOCIATED_VESICLE_MEMBRANE,GO:0030660,cellular_component,GO:0005575,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Lipid Metabolism,Structural Stabilization
GOCC_COATED_VESICLE_MEMBRANE,GO:0030662,cellular_component,GO:0005575,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Structural Stabilization,System and Developmental Process
GOCC_COPI_COATED_VESICLE_MEMBRANE,GO:0030663,cellular_component,GO:0005575,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Lipid Metabolism,Structural Stabilization
GOCC_ENDOCYTIC_VESICLE_MEMBRANE,GO:0030666,cellular_component,GO:0005575,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,Cell Adhesion and Interaction,Protein Metabolism and Trafficking,Response to Stimulus
GOCC_PHAGOCYTIC_VESICLE_MEMBRANE,GO:0030670,cellular_component,GO:0005575,Immune System and Inflammation,Intracellular Trafficking and Organelle Dynamics,Structural Stabilization,Response to Stimulus,Molecular Transport and Homeostasis
GOCC_PRERIBOSOME,GO:0030684,cellular_component,GO:0005575,RNA Metabolism,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Transcription and Translation Machinery,Molecular Transport and Homeostasis
GOCC_90S_PRERIBOSOME,GO:0030686,cellular_component,GO:0005575,Transcription and Translation Machinery,RNA Metabolism,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis
GOCC_ROUGH_ENDOPLASMIC_RETICULUM_MEMBRANE,GO:0030867,cellular_component,GO:0005575,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Structural Stabilization,Lipid Metabolism,System and Developmental Process
GOCC_DNA_REPLICATION_PREINITIATION_COMPLEX,GO:0031261,cellular_component,GO:0005575,DNA Repair,Cell Cycle,Transcription and Translation Machinery,Signal Transduction,System and Developmental Process
GOCC_EXTRINSIC_COMPONENT_OF_ENDOSOME_MEMBRANE,,,,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Cell Adhesion and Interaction,Structural Stabilization,Molecular Transport and Homeostasis
