In a magical forest, a lonely unicorn named Luna discovered a hidden glade filled with twinkling stars. Every night, she danced under the shimmering lights, spreading joy and laughter to all the creatures around her. One evening, as she twirled, she made a wish for friends, and to her delight, a troupe of playful fairies appeared, ready to join her enchanting adventures.
Pathway: Mitochondrial Genome Maintenance -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, DNA Repair, Proteostasis
Pathway: N-Terminal Protein Myristoylation -> Biodomain: Proteostasis, Apoptosis, Lipid Metabolism, Autophagy, Unknown

Pathway: C-Terminal Protein Lipidation -> Biodomain: Lipid Metabolism, Proteostasis, Apoptosis, Oxidative Stress, Unknown

Pathway: Gpi Anchor Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Autophagy, Structural Stabilization

Pathway: Gpi Anchor Biosynthetic Process -> Biodomain: Lipid Metabolism, Structural Stabilization, Proteostasis, Apoptosis, Immune Response

Pathway: Proteolysis -> Biodomain: Proteostasis, Autophagy, Apoptosis, Mitochondrial Metabolism, Oxidative Stress

Pathway: Membrane Protein Ectodomain Proteolysis -> Biodomain: Proteostasis, Apoptosis, Oxidative Stress, Endolysosome, Immune Response

Pathway: Ubiquitin-Dependent Protein Catabolic Process -> Biodomain: Proteostasis, Autophagy, Apoptosis, Unknown, Oxidative Stress

Pathway: Protein Monoubiquitination -> Biodomain: Proteostasis, Autophagy, Apoptosis, DNA Repair, Immune Response

Pathway: Protein Quality Control For Misfolded Or Incompletely Synthesized Proteins -> Biodomain: Proteostasis, Autophagy, Apoptosis, Mitochondrial Metabolism, Oxidative Stress

Pathway: Glycoprotein Catabolic Process -> Biodomain: Proteostasis, Autophagy, Endolysosome, Apoptosis, Unknown

Pathway: Protein Deglycosylation -> Biodomain: Proteostasis, Autophagy, Unknown, Oxidative Stress, APP Metabolism

Pathway: Peptide Metabolic Process -> Biodomain: Proteostasis, Autophagy, Mitochondrial Metabolism, Oxidative Stress, APP Metabolism

Pathway: Amino Acid Metabolic Process -> Biodomain: Amino Acid Metabolic Process, Lipid Metabolism, Proteostasis, Autophagy, Oxidative Stress

Pathway: Arginine Metabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy, Immune Response

Pathway: L-Arginine Biosynthetic Process -> Biodomain: Unknown, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism

Pathway: L-Arginine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Lipid Metabolism

Pathway: Asparagine Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Autophagy, Unknown

Pathway: Asparagine Biosynthetic Process -> Biodomain: Unknown, Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Autophagy

Pathway: Aspartate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Aspartate Biosynthetic Process -> Biodomain: Amino Acid Metabolism, Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy

Pathway: L-Aspartate Catabolic Process -> Biodomain: Amino Acid Metabolism, Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy

Pathway: Cysteine Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Metal Binding and Homeostasis

Pathway: Cysteine Biosynthetic Process From Serine -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy

Pathway: Glutamate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Glutamate Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy

Pathway: L-Glutamate Catabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis, Unknown

Pathway: Gamma-Aminobutyrate Shunt -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Proteostasis

Pathway: Glutamine Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Proteostasis, Oxidative Stress

Pathway: Glutamine Biosynthetic Process -> Biodomain: Unknown, Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy

Pathway: L-Glutamine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis, Lipid Metabolism

Pathway: Glycine Metabolic Process -> Biodomain: Amino Acid Metabolism, Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy

Pathway: Glycine Biosynthetic Process -> Biodomain: Amino Acid Metabolism, Unknown, Proteostasis, Autophagy, Lipid Metabolism

Pathway: Glycine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy

Pathway: L-Histidine Metabolic Process -> Biodomain: Lipid Metabolism, Unknown, Mitochondrial Metabolism, Proteostasis, Oxidative Stress

Pathway: L-Histidine Catabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis

Pathway: Isoleucine Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Autophagy

Pathway: L-Isoleucine Catabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: L-Leucine Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Autophagy, Unknown

Pathway: L-Leucine Catabolic Process -> Biodomain: Amino Acid Metabolism, Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy

Pathway: Lysine Catabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Oxidative Stress, Proteostasis

Pathway: Methionine Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Autophagy

Pathway: S-Adenosylmethionine Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, DNA Repair

Pathway: L-Phenylalanine Catabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy, Unknown

Pathway: Proline Metabolic Process -> Biodomain: Lipid Metabolism, Unknown, Proteostasis, Oxidative Stress, Autophagy

Pathway: Proline Biosynthetic Process -> Biodomain: Unknown, Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Autophagy

Pathway: L-Proline Catabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: L-Serine Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: L-Serine Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Autophagy, Unknown

Pathway: L-Serine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Proteostasis

Pathway: Threonine Metabolic Process -> Biodomain: Lipid Metabolism, Unknown, Mitochondrial Metabolism, Proteostasis, Oxidative Stress

Pathway: L-Threonine Catabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: L-Tryptophan Metabolic Process -> Biodomain: Amino Acid Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Immune Response

Pathway: L-Tryptophan Catabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy, Immune Response

Pathway: Tyrosine Metabolic Process -> Biodomain: Amino Acid Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Autophagy

Pathway: Tyrosine Biosynthetic Process -> Biodomain: Amino Acid Metabolism, Unknown, Proteostasis, Oxidative Stress, Lipid Metabolism

Pathway: L-Tyrosine Catabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy, Unknown

Pathway: Valine Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: L-Valine Catabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Modified Amino Acid Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Autophagy, Unknown

Pathway: Biogenic Amine Metabolic Process -> Biodomain: Synapse, Oxidative Stress, Immune Response, Proteostasis, Apoptosis

Pathway: Amino-Acid Betaine Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Amino-Acid Betaine Catabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis

Pathway: Ethanolamine Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Oxidative Stress, Proteostasis

Pathway: Acetylcholine Catabolic Process -> Biodomain: Unknown, Synapse, Acetylcholine Catabolic Process, Immune Response, Proteostasis

Pathway: Melanin Metabolic Process -> Biodomain: Unknown, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy

Pathway: Melanin Biosynthetic Process From Tyrosine -> Biodomain: Unknown, Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy

Pathway: Catecholamine Metabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Mitochondrial Metabolism, Autophagy, Immune Response

Pathway: Dopamine Biosynthetic Process From Tyrosine -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy

Pathway: Serotonin Biosynthetic Process From Tryptophan -> Biodomain: Synapse, Immune Response, Oxidative Stress, Proteostasis, Apoptosis

Pathway: Octopamine Biosynthetic Process -> Biodomain: Unknown, Oxidative Stress, Mitochondrial Metabolism, Lipid Metabolism, Proteostasis

Pathway: Thyroid Hormone Generation -> Biodomain: Unknown, Thyroid Hormone Generation, Mitochondrial Metabolism, Lipid Metabolism, Proteostasis

Pathway: Ornithine Metabolic Process -> Biodomain: Urea Cycle, Amino Acid Metabolism, Nitrogen Metabolism, Arginine Biosynthesis, Metabolic Pathways

Pathway: Ornithine Biosynthetic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy, Unknown

Pathway: L-Ornithine Catabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Unknown, Oxidative Stress

Pathway: Polyamine Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Oxidative Stress, Proteostasis

Pathway: Polyamine Biosynthetic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis, Unknown

Pathway: Spermine Biosynthetic Process -> Biodomain: Unknown, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism

Pathway: Polyamine Catabolic Process -> Biodomain: Unknown, Oxidative Stress, Autophagy, Mitochondrial Metabolism, Proteostasis

Pathway: Creatine Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Creatine Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy

Pathway: Protein Targeting -> Biodomain: Proteostasis, Autophagy, Mitochondrial Metabolism, Lipid Metabolism, Immune Response

Pathway: Protein Import Into Nucleus -> Biodomain: Unknown, Proteostasis, Autophagy, Cell Cycle, Epigenetic

Pathway: Nls-Bearing Protein Import Into Nucleus -> Biodomain: Unknown, Proteostasis, Apoptosis, Cell Cycle, DNA Repair

Pathway: Ribosomal Protein Import Into Nucleus -> Biodomain: Unknown, Proteostasis, Autophagy, Cell Cycle, RNA Spliceosome

Pathway: Protein Export From Nucleus -> Biodomain: Unknown, Proteostasis, Autophagy, Cell Cycle, Epigenetic

Pathway: Protein Targeting To Membrane -> Biodomain: Proteostasis, Apoptosis, Autophagy, Mitochondrial Metabolism, Lipid Metabolism

Pathway: Cotranslational Protein Targeting To Membrane -> Biodomain: Mitochondrial Metabolism, Endolysosome, Proteostasis, Apoptosis, Lipid Metabolism

Pathway: Srp-Dependent Cotranslational Protein Targeting To Membrane -> Biodomain: Proteostasis, Autophagy, Mitochondrial Metabolism, Lipid Metabolism, Immune Response

Pathway: Srp-Dependent Cotranslational Protein Targeting To Membrane, Translocation -> Biodomain: Proteostasis, Autophagy, Endolysosome, Immune Response, Structural Stabilization

Pathway: Srp-Dependent Cotranslational Protein Targeting To Membrane, Signal Sequence Recognition -> Biodomain: Proteostasis, Autophagy, Apoptosis, Mitochondrial Metabolism, Lipid Metabolism

Pathway: Post-Translational Protein Targeting To Endoplasmic Reticulum Membrane -> Biodomain: Proteostasis, Autophagy, Endolysosome, Apoptosis, Unknown

Pathway: Protein Retention In Er Lumen -> Biodomain: Proteostasis, Autophagy, Unknown, Apoptosis, Mitochondrial Metabolism

Pathway: Protein Targeting To Lysosome -> Biodomain: Endolysosome, Autophagy, Proteostasis, Immune Response, Mitochondrial Metabolism

Pathway: Protein Targeting To Vacuole -> Biodomain: Endolysosome, Autophagy, Proteostasis, Oxidative Stress, Unknown

Pathway: Vacuolar Protein Processing -> Biodomain: Proteostasis, Autophagy, Endolysosome, Apoptosis, Unknown

Pathway: Protein Targeting To Peroxisome -> Biodomain: Unknown, Autophagy, Mitochondrial Metabolism, Proteostasis, Lipid Metabolism

Pathway: Protein Targeting To Mitochondrion -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis, Autophagy

Pathway: Protein Processing Involved In Protein Targeting To Mitochondrion -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, APP Metabolism

Pathway: Lipid Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis

Pathway: Fatty Acid Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis

Pathway: Fatty Acid Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis

Pathway: Fatty Acid Beta-Oxidation -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis

Pathway: Unsaturated Fatty Acid Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Acyl-Coa Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Oxidative Stress, Proteostasis

Pathway: Neutral Lipid Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Oxidative Stress, Proteostasis

Pathway: Acylglycerol Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis

Pathway: Monoacylglycerol Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Proteostasis, Unknown

Pathway: Triglyceride Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Triglyceride Mobilization -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis

Pathway: Membrane Lipid Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Phospholipid Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Oxidative Stress, Proteostasis

Pathway: Phosphatidylethanolamine Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Oxidative Stress, Proteostasis

Pathway: Phospholipid Transfer To Membrane -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Autophagy, Structural Stabilization

Pathway: Glycerophospholipid Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Oxidative Stress, Proteostasis

Pathway: Diacylglycerol Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Proteostasis, Oxidative Stress

Pathway: Phosphatidic Acid Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Oxidative Stress, Proteostasis

Pathway: Phosphatidylglycerol Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Oxidative Stress, Proteostasis

Pathway: Phosphatidylcholine Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Oxidative Stress, Proteostasis

Pathway: Cdp-Choline Pathway -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Autophagy

Pathway: Phosphatidylserine Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Apoptosis, Autophagy

Pathway: Phosphatidylserine Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Proteostasis, Unknown

Pathway: Phosphatidylserine Catabolic Process -> Biodomain: Lipid Metabolism, Autophagy, Oxidative Stress, Proteostasis, Unknown

Pathway: Phosphatidylinositol Biosynthetic Process -> Biodomain: Lipid Metabolism, Endolysosome, Oxidative Stress, Proteostasis, Apoptosis

Pathway: Platelet Activating Factor Biosynthetic Process -> Biodomain: Immune Response, Oxidative Stress, Mitochondrial Metabolism, Autophagy, Lipid Metabolism

Pathway: Glycolipid Metabolic Process -> Biodomain: Lipid Metabolism, Unknown, Autophagy, Oxidative Stress, Proteostasis

Pathway: Sphingolipid Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Oxidative Stress, Proteostasis

Pathway: 3-Keto-Sphinganine Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Oxidative Stress, Proteostasis

Pathway: Sphinganine Metabolic Process -> Biodomain: Lipid Metabolism, Unknown, Mitochondrial Metabolism, Oxidative Stress, Autophagy

Pathway: Sphinganine-1-Phosphate Metabolic Process -> Biodomain: Lipid Metabolism, Unknown, Autophagy, Oxidative Stress, Proteostasis

Pathway: Sphinganine-1-Phosphate Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Oxidative Stress, Unknown

Pathway: Sphingosine Metabolic Process -> Biodomain: Lipid Metabolism, Autophagy, Oxidative Stress, Proteostasis, Unknown

Pathway: Ceramide Metabolic Process -> Biodomain: Lipid Metabolism, Unknown, Mitochondrial Metabolism, Oxidative Stress, Autophagy

Pathway: Glycosylceramide Metabolic Process -> Biodomain: Lipid Metabolism, Unknown, Autophagy, Proteostasis, Oxidative Stress

Pathway: Glucosylceramide Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Oxidative Stress, Proteostasis

Pathway: Glucosylceramide Biosynthetic Process -> Biodomain: Lipid Metabolism, Unknown, Autophagy, Structural Stabilization, Immune Response

Pathway: Glucosylceramide Catabolic Process -> Biodomain: Lipid Metabolism, Autophagy, Unknown, Structural Stabilization, Immune Response

Pathway: Galactosylceramide Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Proteostasis, Unknown

Pathway: Galactosylceramide Biosynthetic Process -> Biodomain: Lipid Metabolism, Structural Stabilization, Mitochondrial Metabolism, Autophagy, Unknown

Pathway: Galactosylceramide Catabolic Process -> Biodomain: Lipid Metabolism, Autophagy, Unknown, Structural Stabilization, Immune Response

Pathway: Sphingomyelin Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Proteostasis, Unknown
