Once upon a time, in a hidden valley, a gentle unicorn named Luna spread her shimmering wings under the moonlight. Each night, she gathered the stars that fell from the sky and returned them to their rightful place, making the world sparkle with magic. One evening, as she shared her glow with a lost little fox, they became friends, and together they filled the valley with laughter and joy.
Pathway: Mitochondrial Genome Maintenance -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, DNA Repair, Proteostasis
Pathway: Pantothenate Kinase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Oxidative Stress, Proteostasis

Pathway: Pantetheine-Phosphate Adenylyltransferase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Oxidative Stress, Proteostasis

Pathway: Protein-N-Terminal Amino-Acid Acetyltransferase Activity -> Biodomain: Proteostasis, Autophagy, Apoptosis, Mitochondrial Metabolism, Lipid Metabolism

Pathway: Peptidylamidoglycolate Lyase Activity -> Biodomain: Proteostasis, Apoptosis, Autophagy, Mitochondrial Metabolism, Metal Binding and Homeostasis

Pathway: Peroxidase Activity -> Biodomain: Oxidative Stress, Apoptosis, Proteostasis, Mitochondrial Metabolism, Autophagy

Pathway: Glutathione Peroxidase Activity -> Biodomain: Oxidative Stress, Proteostasis, Autophagy, Metal Binding and Homeostasis, Apoptosis

Pathway: Phenylethanolamine N-Methyltransferase Activity -> Biodomain: Immune Response, Oxidative Stress, Mitochondrial Metabolism, Lipid Metabolism, Autophagy

Pathway: Phosphatidate Cytidylyltransferase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Structural Stabilization, Immune Response

Pathway: Phosphatidylcholine-Sterol O-Acyltransferase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis

Pathway: Phosphatidylethanolamine N-Methyltransferase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Phosphatidylserine Decarboxylase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Proteostasis, Oxidative Stress

Pathway: Phosphoacetylglucosamine Mutase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Proteostasis, Metal Binding and Homeostasis

Pathway: Phosphoenolpyruvate Carboxykinase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis

Pathway: Phosphoenolpyruvate Carboxykinase (Gtp) Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Oxidative Stress, Proteostasis

Pathway: Phosphoglucomutase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Phosphomannomutase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Metal Binding and Homeostasis, Proteostasis

Pathway: Phosphogluconate Dehydrogenase (Decarboxylating) Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, DNA Repair

Pathway: Phosphoglycerate Dehydrogenase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Phosphoglycerate Kinase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Cell Cycle, Proteostasis

Pathway: Phosphoglycerate Mutase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Phospholipase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Structural Stabilization, Oxidative Stress

Pathway: Glycosylphosphatidylinositol Phospholipase D Activity -> Biodomain: Lipid Metabolism, Apoptosis, Immune Response, Mitochondrial Metabolism, Proteostasis

Pathway: Phosphatidylcholine Lysophospholipase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Oxidative Stress, Proteostasis

Pathway: Phospholipase A2 Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis, Apoptosis

Pathway: Phospholipase C Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, Apoptosis, Endolysosome

Pathway: Phospholipase D Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Oxidative Stress, Proteostasis

Pathway: Phosphomevalonate Kinase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Oxidative Stress, Proteostasis

Pathway: Phosphopantothenate--Cysteine Ligase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Proteostasis, Oxidative Stress

Pathway: Phosphopantothenoylcysteine Decarboxylase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Oxidative Stress, Proteostasis

Pathway: Phosphopyruvate Hydratase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Oxidative Stress, Proteostasis

Pathway: Phosphoribosylamine-Glycine Ligase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, DNA Repair, Proteostasis

Pathway: Phosphoribosylaminoimidazole Carboxylase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, DNA Repair, Proteostasis

Pathway: Phosphoribosylaminoimidazolesuccinocarboxamide Synthase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, DNA Repair, Proteostasis

Pathway: Phosphoribosylformylglycinamidine Cyclo-Ligase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, DNA Repair, Proteostasis

Pathway: Phosphoribosylformylglycinamidine Synthase Activity -> Biodomain: Unknown, Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy

Pathway: Phosphoribosylaminoimidazolecarboxamide Formyltransferase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, DNA Repair, Proteostasis

Pathway: Phosphoribosylglycinamide Formyltransferase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, DNA Repair, Proteostasis

Pathway: 1,4-Alpha-Oligoglucan Phosphorylase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Proteostasis, Metal Binding and Homeostasis

Pathway: O-Phospho-L-Serine:2-Oxoglutarate Aminotransferase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Apoptosis, Metal Binding and Homeostasis

Pathway: Poly(Adp-Ribose) Glycohydrolase Activity -> Biodomain: Proteostasis, Apoptosis, Oxidative Stress, DNA Repair, Autophagy

Pathway: Polynucleotide 5'-Phosphatase Activity -> Biodomain: RNA Spliceosome, Apoptosis, DNA Repair, Proteostasis, Oxidative Stress

Pathway: Polypeptide N-Acetylgalactosaminyltransferase Activity -> Biodomain: Proteostasis, APP Metabolism, Autophagy, Lipid Metabolism, Immune Response

Pathway: Polyribonucleotide Nucleotidyltransferase Activity -> Biodomain: RNA Spliceosome, Epigenetic, Autophagy, DNA Repair, Proteostasis

Pathway: Porphobilinogen Synthase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Metal Binding and Homeostasis, Proteostasis

Pathway: Procollagen-Proline 4-Dioxygenase Activity -> Biodomain: Proteostasis, Structural Stabilization, Apoptosis, Mitochondrial Metabolism, Lipid Metabolism

Pathway: Proline Dehydrogenase Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis, Metal Binding and Homeostasis

Pathway: Propionyl-Coa Carboxylase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Oxidative Stress, Proteostasis

Pathway: Prenyltransferase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Metal Binding and Homeostasis, Proteostasis, Autophagy

Pathway: Protein Farnesyltransferase Activity -> Biodomain: Proteostasis, Apoptosis, Mitochondrial Metabolism, Lipid Metabolism, Tau Homeostasis

Pathway: Protein Geranylgeranyltransferase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Apoptosis, Metal Binding and Homeostasis

Pathway: Caax-Protein Geranylgeranyltransferase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Apoptosis, Metal Binding and Homeostasis

Pathway: Rab Geranylgeranyltransferase Activity -> Biodomain: Metal Binding and Homeostasis, Proteostasis, Lipid Metabolism, Autophagy, Immune Response

Pathway: Prostaglandin-Endoperoxide Synthase Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Immune Response, Apoptosis, Mitochondrial Metabolism

Pathway: Prostaglandin-D Synthase Activity -> Biodomain: Lipid Metabolism, Immune Response, Oxidative Stress, Apoptosis, Proteostasis

Pathway: Protein-Arginine Deiminase Activity -> Biodomain: Proteostasis, Apoptosis, Oxidative Stress, Autophagy, DNA Repair

Pathway: Protein C-Terminal S-Isoprenylcysteine Carboxyl O-Methyltransferase Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Apoptosis

Pathway: Protein Kinase Activity -> Biodomain: Proteostasis, Apoptosis, Oxidative Stress, Cell Cycle, Autophagy

Pathway: Protein Histidine Kinase Activity -> Biodomain: Proteostasis, Apoptosis, Oxidative Stress, Cell Cycle, Autophagy

Pathway: Protein Serine/Threonine Kinase Activity -> Biodomain: Proteostasis, Cell Cycle, Apoptosis, Immune Response, Autophagy

Pathway: Transmembrane Receptor Protein Serine/Threonine Kinase Activity -> Biodomain: Immune Response, Apoptosis, Proteostasis, Cell Cycle, Mitochondrial Metabolism

Pathway: 3-Phosphoinositide-Dependent Protein Kinase Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy

Pathway: Dna-Dependent Protein Kinase Activity -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Proteostasis, Oxidative Stress

Pathway: Amp-Activated Protein Kinase Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Proteostasis

Pathway: Calcium/Calmodulin-Dependent Protein Kinase Activity -> Biodomain: Calcium/Calmodulin-Dependent Protein Kinase Activity, Oxidative Stress, Proteostasis, Apoptosis, Autophagy

Pathway: Elongation Factor-2 Kinase Activity -> Biodomain: Proteostasis, Apoptosis, Oxidative Stress, Cell Cycle, Mitochondrial Metabolism

Pathway: Myosin Light Chain Kinase Activity -> Biodomain: Proteostasis, Apoptosis, Oxidative Stress, Cell Cycle, Mitochondrial Metabolism

Pathway: Phosphorylase Kinase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Camp-Dependent Protein Kinase Activity -> Biodomain: Proteostasis, Apoptosis, Oxidative Stress, Mitochondrial Metabolism, Lipid Metabolism

Pathway: Cgmp-Dependent Protein Kinase Activity -> Biodomain: Oxidative Stress, Proteostasis, Apoptosis, Immune Response, Mitochondrial Metabolism

Pathway: Cyclin-Dependent Protein Serine/Threonine Kinase Activity -> Biodomain: Cell Cycle, Proteostasis, Apoptosis, DNA Repair, Immune Response

Pathway: Eukaryotic Translation Initiation Factor 2Alpha Kinase Activity -> Biodomain: Proteostasis, Apoptosis, Oxidative Stress, Autophagy, Cell Cycle

Pathway: Diacylglycerol-Dependent Serine/Threonine Kinase Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, Apoptosis, Immune Response

Pathway: Calcium,Diacylglycerol-Dependent Serine/Threonine Kinase Activity -> Biodomain: Oxidative Stress, Apoptosis, Immune Response, Proteostasis, Mitochondrial Metabolism

Pathway: Diacylglycerol-Dependent, Calcium-Independent Serine/Threonine Kinase Activity -> Biodomain: Proteostasis, Apoptosis, Oxidative Stress, Lipid Metabolism, Mitochondrial Metabolism

Pathway: G Protein-Coupled Receptor Kinase Activity -> Biodomain: Immune Response, Apoptosis, Proteostasis, Oxidative Stress, Cell Cycle

Pathway: Jun Kinase Activity -> Biodomain: Proteostasis, Apoptosis, Oxidative Stress, Immune Response, Cell Cycle

Pathway: Jun Kinase Kinase Kinase Activity -> Biodomain: Oxidative Stress, Apoptosis, Proteostasis, Immune Response, Cell Cycle

Pathway: Map Kinase Activity -> Biodomain: Proteostasis, Apoptosis, Oxidative Stress, Immune Response, Cell Cycle

Pathway: Map Kinase Kinase Activity -> Biodomain: Proteostasis, Oxidative Stress, Apoptosis, Cell Cycle, Immune Response

Pathway: Map Kinase Kinase Kinase Activity -> Biodomain: Cell Cycle, Apoptosis, Immune Response, Proteostasis, Oxidative Stress

Pathway: Ribosomal Protein S6 Kinase Activity -> Biodomain: Cell Cycle, Proteostasis, Apoptosis, Oxidative Stress, Mitochondrial Metabolism

Pathway: Protein Serine/Threonine/Tyrosine Kinase Activity -> Biodomain: Proteostasis, Apoptosis, Cell Cycle, Immune Response, Mitochondrial Metabolism

Pathway: Protein Tyrosine Kinase Activity -> Biodomain: Proteostasis, Immune Response, Apoptosis, Cell Cycle, Autophagy

Pathway: Transmembrane Receptor Protein Tyrosine Kinase Activity -> Biodomain: Immune Response, Apoptosis, Proteostasis, Cell Cycle, Structural Stabilization

Pathway: Non-Membrane Spanning Protein Tyrosine Kinase Activity -> Biodomain: Immune Response, Apoptosis, Proteostasis, Cell Cycle, Oxidative Stress

Pathway: Protein-L-Isoaspartate (D-Aspartate) O-Methyltransferase Activity -> Biodomain: Proteostasis, Apoptosis, Mitochondrial Metabolism, Metal Binding and Homeostasis, Autophagy

Pathway: Protein-Lysine 6-Oxidase Activity -> Biodomain: Oxidative Stress, Proteostasis, Apoptosis, Mitochondrial Metabolism, Metal Binding and Homeostasis

Pathway: Phosphoprotein Phosphatase Activity -> Biodomain: Proteostasis, Cell Cycle, Apoptosis, Oxidative Stress, Autophagy

Pathway: Protein Serine/Threonine Phosphatase Activity -> Biodomain: Proteostasis, Cell Cycle, Apoptosis, Autophagy, Oxidative Stress

Pathway: Calcium-Dependent Protein Serine/Threonine Phosphatase Activity -> Biodomain: Calcium-Dependent Protein Serine/Threonine Phosphatase Activity, Oxidative Stress, Immune Response, Apoptosis, Proteostasis

Pathway: Protein Tyrosine Phosphatase Activity -> Biodomain: Proteostasis, Immune Response, Apoptosis, Cell Cycle, Tau Homeostasis

Pathway: Non-Membrane Spanning Protein Tyrosine Phosphatase Activity -> Biodomain: Proteostasis, Apoptosis, Immune Response, Cell Cycle, DNA Repair

Pathway: Oxygen-Dependent Protoporphyrinogen Oxidase Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Metal Binding and Homeostasis

Pathway: Purine-Nucleoside Phosphorylase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, DNA Repair

Pathway: Pyridoxamine Phosphate Oxidase Activity -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Autophagy, Proteostasis, DNA Repair

Pathway: Pyrroline-5-Carboxylate Reductase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Pyruvate Carboxylase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis

Pathway: Pyruvate Dehydrogenase (Acetyl-Transferring) Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Pyruvate Dehydrogenase (Acetyl-Transferring) Kinase Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Proteostasis

Pathway: [Pyruvate Dehydrogenase (Acetyl-Transferring)]-Phosphatase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Dihydrolipoyllysine-Residue Acetyltransferase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Oxidative Stress, Proteostasis

Pathway: Pyruvate Kinase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Apoptosis

Pathway: All-Trans-Retinol Dehydrogenase (Nad+) Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis

Pathway: Ribokinase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, DNA Repair, Oxidative Stress

Pathway: Ribonucleoside-Diphosphate Reductase Activity, Thioredoxin Disulfide As Acceptor -> Biodomain: Oxidative Stress, Proteostasis, Autophagy, DNA Repair, Mitochondrial Metabolism

Pathway: Ribose Phosphate Diphosphokinase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, DNA Repair, Proteostasis

Pathway: D-Ribulose-Phosphate 3-Epimerase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, DNA Repair, Proteostasis

Pathway: Ribose-5-Phosphate Isomerase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Saccharopine Dehydrogenase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Saccharopine Dehydrogenase (Nad+, L-Lysine-Forming) Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis, Autophagy

Pathway: Selenide, Water Dikinase Activity -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Mitochondrial Metabolism, Autophagy, Proteostasis

Pathway: Sepiapterin Reductase (Nadp+) Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis, Apoptosis

Pathway: Serine C-Palmitoyltransferase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Proteostasis, Oxidative Stress

Pathway: L-Serine-Pyruvate Transaminase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Oxidative Stress, Proteostasis

Pathway: Spermidine Synthase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Oxidative Stress, Proteostasis

Pathway: Sphingomyelin Phosphodiesterase Activity -> Biodomain: Lipid Metabolism, Autophagy, Oxidative Stress, Proteostasis, Apoptosis

Pathway: Stearoyl-Coa 9-Desaturase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Steroid Delta-Isomerase Activity -> Biodomain: Lipid Metabolism, Steroid Delta-Isomerase Activity, Mitochondrial Metabolism, Oxidative Stress, Proteostasis

Pathway: Sterol Ester Esterase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis

Pathway: Sterol O-Acyltransferase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Steryl-Sulfatase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Apoptosis, Oxidative Stress, Metal Binding and Homeostasis

Pathway: Succinate-Coa Ligase (Adp-Forming) Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis

Pathway: Succinate-Coa Ligase (Gdp-Forming) Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis

Pathway: Succinate-Semialdehyde Dehydrogenase (Nad+) Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, DNA Repair

Pathway: Succinyl-Coa Hydrolase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis

Pathway: Sulfate Adenylyltransferase (Atp) Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Proteostasis
