Once upon a time, a gentle unicorn named Luna roamed a sparkling meadow filled with flowers that glowed at night. One evening, she discovered a sad little star that had fallen from the sky, and with a twinkle of her horn, she lifted it back into the heavens. From that day on, every night the star would shine brighter, guiding Luna home as they became the best of friends.
Pathway: Mitochondrial Genome Maintenance -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, DNA Repair, Proteostasis
Pathway: Nucleobase Transmembrane Transporter Activity -> Biodomain: Nucleotide Metabolism, RNA Spliceosome, DNA Repair, Proteostasis, Immune Response

Pathway: Adenine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, APP Metabolism, Autophagy, Lipid Metabolism, Oxidative Stress

Pathway: Guanine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, DNA Repair

Pathway: Uracil Transmembrane Transporter Activity -> Biodomain: Unknown, Mitochondrial Metabolism, Lipid Metabolism, Tau Homeostasis, RNA Spliceosome

Pathway: Purine Nucleoside Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Autophagy, Metal Binding and Homeostasis, Immune Response

Pathway: Cytidine Transmembrane Transporter Activity -> Biodomain: Transport, RNA Spliceosome, Lipid Metabolism, Immune Response, Apoptosis

Pathway: Uridine Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Metal Binding and Homeostasis, Proteostasis, RNA Spliceosome

Pathway: Pyrimidine Nucleoside Transmembrane Transporter Activity -> Biodomain: Unknown, Lipid Metabolism, Apoptosis, Proteostasis, DNA Repair

Pathway: Nucleotide Transmembrane Transporter Activity -> Biodomain: Nucleotide Transmembrane Transporter Activity, Cell Cycle, Apoptosis, DNA Repair, Immune Response

Pathway: Purine Nucleotide Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, DNA Repair, Immune Response

Pathway: Adp Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Apoptosis, DNA Repair

Pathway: Pyrimidine Nucleotide Transmembrane Transporter Activity -> Biodomain: Metabolic Processes, Lipid Metabolism, Proteostasis, DNA Repair, Immune Response

Pathway: Choline Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Synapse, Mitochondrial Metabolism, Immune Response, Proteostasis

Pathway: Biotin Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Lipid Metabolism, Immune Response, Proteostasis, Apoptosis

Pathway: Carnitine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: O-Acyl-L-Carnitine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis

Pathway: Coenzyme A Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Oxidative Stress, Proteostasis

Pathway: L-Ascorbic Acid Transmembrane Transporter Activity -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Immune Response

Pathway: Fad Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy

Pathway: Heme Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Apoptosis, Autophagy

Pathway: Pantothenate Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Metal Binding and Homeostasis, Autophagy, Immune Response

Pathway: Thiamine Transmembrane Transporter Activity -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Immune Response

Pathway: Fatty Acid Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis

Pathway: Aminophospholipid Flippase Activity -> Biodomain: Lipid Metabolism, Structural Stabilization, Autophagy, Mitochondrial Metabolism, Oxidative Stress

Pathway: Water Channel Activity -> Biodomain: Oxidative Stress, Apoptosis, Proteostasis, Lipid Metabolism, DNA Repair

Pathway: Proton Channel Activity -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Apoptosis, Proteostasis, Metal Binding and Homeostasis

Pathway: Glycerol Channel Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Immune Response

Pathway: Methylammonium Channel Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Immune Response

Pathway: Urea Channel Activity -> Biodomain: Proteostasis, Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy

Pathway: Channel Activity -> Biodomain: Synapse, Oxidative Stress, Autophagy, Proteostasis, Mitochondrial Metabolism

Pathway: Calcium-Activated Potassium Channel Activity -> Biodomain: Oxidative Stress, Apoptosis, Ion Homeostasis, Immune Response, Mitochondrial Metabolism

Pathway: Outward Rectifier Potassium Channel Activity -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Vasculature, Apoptosis

Pathway: Atp-Activated Inward Rectifier Potassium Channel Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Ion Transport, Cell Signaling

Pathway: Stretch-Activated, Monoatomic Cation-Selective, Calcium Channel Activity -> Biodomain: Vasculature, Oxidative Stress, Calcium Homeostasis, Immune Response, Proteostasis

Pathway: Ligand-Gated Monoatomic Ion Channel Activity -> Biodomain: Synapse, Apoptosis, Immune Response, Mitochondrial Metabolism, Oxidative Stress

Pathway: Kainate Selective Glutamate Receptor Activity -> Biodomain: Synapse, Oxidative Stress, Apoptosis, Cell Cycle, Immune Response

Pathway: Intracellularly Gated Calcium Channel Activity -> Biodomain: Calcium Homeostasis, Oxidative Stress, Autophagy, Immune Response, Mitochondrial Metabolism

Pathway: Store-Operated Calcium Channel Activity -> Biodomain: Oxidative Stress, Immune Response, Mitochondrial Metabolism, Autophagy, Structural Stabilization

Pathway: Ligand-Gated Sodium Channel Activity -> Biodomain: Synapse, Oxidative Stress, Immune Response, Apoptosis, Cell Cycle

Pathway: Porin Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy

Pathway: Secondary Active Transmembrane Transporter Activity -> Biodomain: Transport, Oxidative Stress, Endolysosome, Autophagy, Metal Binding and Homeostasis

Pathway: Uniporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Endolysosome, Lipid Metabolism, Autophagy

Pathway: Symporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Cell Cycle

Pathway: Solute:Proton Symporter Activity -> Biodomain: Metal Binding and Homeostasis, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Monoatomic Anion:Monoatomic Cation Symporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Ion Transport, Oxidative Stress, Proteostasis

Pathway: Antiporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Metal Binding and Homeostasis

Pathway: D-Glucose Uniporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Monoamine:Proton Antiporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, Lipid Metabolism, APP Metabolism

Pathway: Polyamine:Proton Antiporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy

Pathway: Phosphate:Proton Symporter Activity -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Lipid Metabolism, Autophagy, DNA Repair

Pathway: Cystine:Glutamate Antiporter Activity -> Biodomain: Metal Binding and Homeostasis, Amino Acid Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Peptide:Proton Symporter Activity -> Biodomain: Mitochondrial Metabolism, Autophagy, Lipid Metabolism, Oxidative Stress, Proteostasis

Pathway: Sodium-Independent Organic Anion Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Lipid Metabolism, Immune Response, Oxidative Stress, Proteostasis

Pathway: Thyroid Hormone Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Thyroid Hormone Metabolism, Mitochondrial Metabolism, Endolysosome, Immune Response

Pathway: Methotrexate Transmembrane Transporter Activity -> Biodomain: Unknown, Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Immune Response

Pathway: Secondary Active Monocarboxylate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Metal Binding and Homeostasis

Pathway: Low-Affinity Sodium:Dicarboxylate Symporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Metal Binding and Homeostasis, Autophagy, Immune Response

Pathway: High-Affinity Sodium:Dicarboxylate Symporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Metal Binding and Homeostasis, Proteostasis

Pathway: Oxoglutarate:Malate Antiporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis, Autophagy

Pathway: Calcium:Monoatomic Cation Antiporter Activity -> Biodomain: Calcium:Monoatomic Cation Antiporter Activity, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Metal Binding and Homeostasis

Pathway: Calcium:Proton Antiporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Metal Binding and Homeostasis, Autophagy

Pathway: Solute:Sodium Symporter Activity -> Biodomain: Unknown, Immune Response, Lipid Metabolism, Autophagy, Structural Stabilization

Pathway: Galactose:Sodium Symporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Monoatomic Anion:Sodium Symporter Activity -> Biodomain: Unknown, Oxidative Stress, Immune Response, Lipid Metabolism, Apoptosis

Pathway: Neutral, Basic Amino Acid:Sodium:Chloride Symporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Synapse

Pathway: Glycine:Sodium Symporter Activity -> Biodomain: Synapse, Proteostasis, Mitochondrial Metabolism, Lipid Metabolism, Autophagy

Pathway: Chloride:Monoatomic Cation Symporter Activity -> Biodomain: Metal Binding and Homeostasis, Ion Transport, Cellular Metabolism, Mitochondrial Metabolism, Oxidative Stress

Pathway: Sodium:Chloride Symporter Activity -> Biodomain: Synapse, Oxidative Stress, Immune Response, Lipid Metabolism, Autophagy

Pathway: Potassium:Chloride Symporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Cell Cycle

Pathway: Sodium:Sulfate Symporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Immune Response

Pathway: Sulfate:Bicarbonate Antiporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Oxidative Stress

Pathway: Sodium:Proton Antiporter Activity -> Biodomain: Endolysosome, Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis

Pathway: Potassium:Proton Antiporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Lipid Metabolism, Proteostasis

Pathway: Pyrimidine- And Adenosine-Specific:Sodium Symporter Activity -> Biodomain: Lipid Metabolism, RNA Spliceosome, DNA Repair, Immune Response, Proteostasis

Pathway: Purine-Specific Nucleoside:Sodium Symporter Activity -> Biodomain: Metal Binding and Homeostasis, Apoptosis, Oxidative Stress, Proteostasis, RNA Spliceosome

Pathway: Abc-Type Manganese Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Autophagy, Oxidative Stress, Proteostasis

Pathway: Abc-Type Taurine Transporter Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Autophagy, Oxidative Stress

Pathway: Abc-Type Polyamine Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Oxidative Stress, Metal Binding and Homeostasis

Pathway: Abc-Type Vitamin B12 Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Lipid Metabolism, Proteostasis, Oxidative Stress, Immune Response

Pathway: Abc-Type Oligopeptide Transporter Activity -> Biodomain: Endolysosome, Autophagy, Proteostasis, Lipid Metabolism, Immune Response

Pathway: Abc-Type Glutathione S-Conjugate Transporter Activity -> Biodomain: Oxidative Stress, Proteostasis, Autophagy, Mitochondrial Metabolism, Metal Binding and Homeostasis

Pathway: Abc-Type Bile Acid Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Apoptosis, Vasculature

Pathway: Abc-Type Peptide Antigen Transporter Activity -> Biodomain: Immune Response, APP Metabolism, Autophagy, Structural Stabilization, Mitochondrial Metabolism

Pathway: Abc-Type Heme Transporter Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Autophagy, Lipid Metabolism, Proteostasis

Pathway: Abc-Type Peptide Transporter Activity -> Biodomain: Immune Response, Mitochondrial Metabolism, Autophagy, Structural Stabilization, Lipid Metabolism

Pathway: P-Type Magnesium Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy

Pathway: Protein-Transporting Atpase Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Structural Stabilization, Immune Response

Pathway: Potassium Channel Regulator Activity -> Biodomain: Structural Stabilization, Oxidative Stress, Immune Response, Proteostasis, Myelination

Pathway: Acetylcholine Receptor Activity -> Biodomain: Immune Response, Synapse, Apoptosis, Proteostasis, Oxidative Stress

Pathway: G-Protein Activated Inward Rectifier Potassium Channel Activity -> Biodomain: Synapse, Apoptosis, Immune Response, Mitochondrial Metabolism, Proteostasis

Pathway: Cholesterol Binding -> Biodomain: Lipid Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Apoptosis

Pathway: Putrescine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Metal Binding and Homeostasis, Proteostasis

Pathway: Gamma-Aminobutyric Acid:Proton Symporter Activity -> Biodomain: Synapse, Immune Response, Apoptosis, Mitochondrial Metabolism, Autophagy

Pathway: Pantothenate:Sodium Symporter Activity -> Biodomain: Metal Binding and Homeostasis, Lipid Metabolism, Autophagy, Mitochondrial Metabolism, Structural Stabilization

Pathway: Formate Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Lipid Metabolism, Autophagy, Oxidative Stress, Proteostasis

Pathway: Glutamate:Sodium Symporter Activity -> Biodomain: Synapse, Oxidative Stress, Immune Response, Apoptosis, Lipid Metabolism

Pathway: Galactose:Proton Symporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Metal Binding and Homeostasis, Autophagy, Proteostasis

Pathway: Sialic Acid:Proton Symporter Activity -> Biodomain: Endolysosome, Autophagy, Lipid Metabolism, Immune Response, Structural Stabilization

Pathway: Propionate Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Autophagy

Pathway: Efflux Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy

Pathway: Abc-Type Putrescine Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Metal Binding and Homeostasis, Proteostasis

Pathway: Organophosphate Ester Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Metal Binding and Homeostasis, Oxidative Stress

Pathway: Spermidine Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Autophagy, Lipid Metabolism, Oxidative Stress

Pathway: Abc-Type Fatty-Acyl-Coa Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Metal Binding and Homeostasis

Pathway: Dna Translocase Activity -> Biodomain: DNA Repair, Proteostasis, Oxidative Stress, Apoptosis, Cell Cycle

Pathway: Actin Cytoskeleton -> Biodomain: Proteostasis, Synapse, Structural Stabilization, Autophagy, Cell Cycle

Pathway: Microtubule Cytoskeleton -> Biodomain: Structural Stabilization, Proteostasis, Autophagy, Cell Cycle, Immune Response

Pathway: Tubulin Binding -> Biodomain: Structural Stabilization, Synapse, Mitochondrial Metabolism, Proteostasis, Autophagy

Pathway: Short-Chain Fatty Acid Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Oxidative Stress, Proteostasis

Pathway: Toxic Substance Binding -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Metal Binding and Homeostasis

Pathway: Fatty Acid Ligase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis

Pathway: Peptidoglycan Transmembrane Transporter Activity -> Biodomain: Immune Response, Mitochondrial Metabolism, Structural Stabilization, Oxidative Stress, Autophagy
